agent,prompt_category,experiment,link,EA_raw,MV_raw,EA_raw_tasks,MV_raw_tasks,EA_model,MV_model,b,m1,m2,pC1,pC2,m_bar,m_gap,normative_metric,domain,loocv_r2,r2,loss,mae,rmse,loocv_rmse,params_tying,EA_raw_mean,EA_raw_median,EA_raw_lo,EA_raw_hi,MV_raw_mean,MV_raw_median,MV_raw_lo,MV_raw_hi,n_domains
gemini-2.5-flash-lite,CoT,rw17_indep_causes,noisy_or,0.29880952380952386,0.0,VIII - VI,IV - V,0.2824689745903015,0.0,0.1897887587547302,0.7631004452705383,0.7631004452705383,0.4595214426517486,0.4595214426517486,0.7631004452705383,0.0,0.5733116865158081,all,0.9733782198765308,0.8872072896617482,0.0126175768673419,0.0708975419402122,0.0925955846905708,0.045066280280592,3,0.30119047619047623,0.2973214285714286,0.275,0.33125,0.0,0.0,0.0,0.0,3
gemini-2.5-pro,CoT,rw17_indep_causes,noisy_or,0.5020833333333333,-0.052083333333333315,VIII - VI,IV - V,0.48096397519111633,0.0,0.0370971374213695,0.9202076196670532,0.9202076196670532,0.4547119140625,0.4547119140625,0.9202076196670532,0.0,0.8831104822456837,all,0.9837019545099046,0.9548690018785876,0.0262055154889822,0.0559473447501659,0.0747911408543586,0.0458528528464973,3,0.5020833333333333,0.50625,0.48124999999999996,0.51875,-0.052083333333333336,-0.04999999999999999,-0.08124999999999999,-0.025000000000000022,3
gpt-4,CoT,rw17_indep_causes,noisy_or,0.275,0.0,VIII - VI,IV - V,0.2570427358150482,0.0,0.1624583750963211,0.4875207543373108,0.7513803243637085,0.4694657921791076,0.4694657921791076,0.6194505393505096,0.2638595700263977,0.45699216425418854,all,0.9129279206638354,0.8354823626747443,0.0080613167956471,0.0637201443314552,0.0884180888533592,0.066402406397574,4,0.275,0.275,0.26875000000000004,0.28125,0.0,0.0,0.0,0.0,3
gpt-4.1,CoT,rw17_indep_causes,noisy_or,0.5145833333333334,0.0,VIII - VI,IV - V,0.44313883781433105,0.0,0.0728647634387016,0.9178653955459596,0.9178653955459596,0.4512167274951935,0.4512167274951935,0.9178653955459596,0.0,0.845000632107258,all,0.9681474004020324,0.958163325420502,0.0228992067277431,0.0500297583639621,0.0693231225013732,0.062591917870599,3,0.5145833333333333,0.48124999999999996,0.41874999999999996,0.6437499999999999,0.0,0.0,0.0,0.0,3
gpt-4.1-mini,CoT,rw17_indep_causes,noisy_or,0.5479166666666666,-0.031249999999999944,VIII - VI,IV - V,0.3905344009399414,0.0,0.1118150204420089,0.817893922328949,0.817893922328949,0.4154993593692779,0.4154993593692779,0.817893922328949,0.0,0.7060789018869401,all,0.9243469646946332,0.9109538197343872,0.0177752617746591,0.0685000270605087,0.0886570587754249,0.0843159662709158,3,0.5479166666666666,0.50625,0.4749999999999999,0.6625,-0.03125000000000002,-0.025000000000000022,-0.04999999999999999,-0.018750000000000044,3
gpt-4o,CoT,rw17_indep_causes,noisy_or,0.44583333333333336,-0.004166666666666652,VIII - VI,IV - V,0.3513922095298767,0.0,0.1345186382532119,0.8021420836448669,0.8021420836448669,0.4384683072566986,0.4384683072566986,0.8021420836448669,0.0,0.6676234453916551,all,0.9459757297953404,0.9041382442444892,0.0157216507941484,0.0700913444161415,0.0897117033600807,0.0697823700475601,3,0.4458333333333333,0.45,0.40625000000000006,0.48124999999999996,-0.004166666666666652,0.0,-0.012499999999999956,0.0,3
gpt-5-mini-v_low-r_low,CoT,rw17_indep_causes,noisy_or,0.5039855072463768,-0.0020833333333333814,VIII - VI,IV - V,0.34694427251815796,0.0,0.1406847983598709,0.7583004832267761,0.7583004832267761,0.3955950140953064,0.3955950140953064,0.7583004832267761,0.0,0.6176156848669052,all,0.8864936297415679,0.8834547724805561,0.0155333410948514,0.0785158947110176,0.0933767482638359,0.0948879997592148,3,0.5035714285714286,0.51875,0.4357142857142857,0.55625,-0.002083333333333326,0.0,-0.006249999999999978,0.0,3
gpt-5-mini-v_low-r_medium,CoT,rw17_indep_causes,noisy_or,0.5020833333333333,0.0,VIII - VI,IV - V,0.3571583032608032,0.0,0.1267079412937164,0.7625839710235596,0.7625839710235596,0.4130774438381195,0.4130774438381195,0.7625839710235596,0.0,0.6358760297298431,all,0.9151569433382404,0.8959238982444393,0.0154063692316412,0.0758211240172386,0.0895147398114204,0.0830229152600129,3,0.5020833333333333,0.475,0.46874999999999994,0.5625,0.0,0.0,0.0,0.0,3
gpt-5-mini-v_low-r_minimal,CoT,rw17_indep_causes,noisy_or,0.5125,-0.022916666666666696,VIII - VI,IV - V,0.33451732993125916,0.0,0.1398571729660034,0.7032957077026367,0.7032957077026367,0.3761680722236633,0.3761680722236633,0.7032957077026367,0.0,0.5634385347366333,all,0.8982390758131977,0.8425337244590765,0.0147716868668794,0.0806051045656204,0.1030672565102577,0.0851406360891369,3,0.5137896825396825,0.5020833333333333,0.46875,0.5705357142857143,-0.02291666666666668,-0.03749999999999998,-0.04375000000000001,0.012499999999999956,3
gpt-5-nano-v_low-r_low,CoT,rw17_indep_causes,noisy_or,0.1833333333333333,-0.018749999999999933,VIII - VI,IV - V,0.1543671190738678,0.0,0.2802633643150329,0.5414459705352783,0.5414459705352783,0.433138370513916,0.433138370513916,0.5414459705352783,0.0,0.2611826062202454,all,0.9810144344438444,0.7514627738318698,0.0071856384165585,0.0758814439177513,0.0986911654472351,0.0256862255176558,3,0.18333333333333332,0.13124999999999998,0.08750000000000002,0.33124999999999993,-0.018750000000000006,-0.03125,-0.04999999999999999,0.024999999999999967,3
gpt-5-nano-v_low-r_minimal,CoT,rw17_indep_causes,noisy_or,0.01666666666666672,0.031666666666666676,VIII - VI,IV - V,0.10586094856262207,0.0,0.3250483870506286,0.4547234773635864,0.4547234773635864,0.4414644539356231,0.4414644539356231,0.4547234773635864,0.0,0.12967509031295782,all,0.9222420625519986,0.6165833324139565,0.0082749519497156,0.0907993465662002,0.1145392432808876,0.0456794041791695,3,0.01666666666666668,0.050000000000000044,-0.08499999999999996,0.08499999999999996,0.031666666666666676,0.057499999999999996,-0.0625,0.10000000000000003,3
gpt-5-v_low-r_low,CoT,rw17_indep_causes,noisy_or,0.3633333333333334,0.0,VIII - VI,IV - V,0.2863132357597351,0.0,0.183937057852745,0.7388673424720764,0.7388673424720764,0.4368951022624969,0.4368951022624969,0.7388673424720764,0.0,0.5549302846193314,all,0.9311288999539918,0.8802450821468095,0.0121798040345311,0.076929785311222,0.0906781703233718,0.0689043780713059,3,0.36333333333333334,0.35875,0.2875,0.44375000000000003,0.0,0.0,0.0,0.0,3
gpt-5-v_low-r_medium,CoT,rw17_indep_causes,noisy_or,0.36666666666666664,0.0,VIII - VI,IV - V,0.2469414472579956,0.0,0.1912449300289154,0.6368374228477478,0.6368374228477478,0.4328735470771789,0.4328735470771789,0.6368374228477478,0.0,0.4455924928188324,all,0.8835150448207331,0.8117592796519553,0.0092632919549942,0.0767970457673072,0.0944620743393898,0.0780002338785246,3,0.36666666666666664,0.36666666666666664,,,0.0,0.0,,,1
gpt-5-v_low-r_minimal,CoT,rw17_indep_causes,noisy_or,0.3249999999999999,0.002083333333333326,VIII - VI,IV - V,0.20823436975479126,0.0,0.2153339982032776,0.588992714881897,0.588992714881897,0.4518591165542602,0.4518591165542602,0.588992714881897,0.0,0.3736587166786194,all,0.9078016629468024,0.8504601903403477,0.0069418032653629,0.0654336288571357,0.0783838480710983,0.0642394865581014,3,0.325,0.2875,0.27499999999999997,0.41250000000000003,0.002083333333333326,0.0,-0.006249999999999978,0.012499999999999956,3
o3,CoT,rw17_indep_causes,noisy_or,0.44681818181818184,0.052083333333333315,VIII - VI,IV - V,0.341436505317688,0.0,0.1384715884923935,0.7438223958015442,0.7438223958015442,0.4043698906898498,0.4043698906898498,0.7438223958015442,0.0,0.6053508073091507,all,0.9362081831143269,0.8994891419980416,0.0138702699914574,0.0732536390423774,0.0851029530167579,0.0695545470730177,3,0.4478571428571429,0.4794642857142857,0.38125000000000003,0.4828571428571429,0.052083333333333336,0.04999999999999999,0.04999999999999999,0.05625000000000002,3
o3-mini,CoT,rw17_indep_causes,noisy_or,0.5125,-0.04583333333333328,VIII - VI,IV - V,0.4361658990383148,0.0,0.0842567086219787,0.937006413936615,0.937006413936615,0.452280730009079,0.452280730009079,0.937006413936615,0.0,0.8527497053146362,all,0.9485411194198378,0.9195495604119468,0.0271953716874122,0.0686554461717605,0.0988714396953582,0.0804005745079795,3,0.5125,0.5125,0.48125,0.54375,-0.045833333333333316,-0.0625,-0.07499999999999996,0.0,3
