id,reasoning_effort,verbosity,prompt_category,content_category,graph,domain,task,cntbl_cond,subject,temperature,likelihood,confidence,experiment_name,reasoning,human_subj_id,reasoning_type,RW17_label
2,low,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-5-v_low-r_low,0.0,45.0,40.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,o3-mini,0.0,50.0,80.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,,,single_numeric_response,,collider,economy,VI,ppp,humans,,67.5,,pilot_study,,0.0,Effect-Present Diagnostic Inference,a
2,n/a,n/a,numeric,overloaded,collider,econ_ovl_de=soc,VI,ppp,gemini-2.5-flash-lite,0.0,75.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,minimal,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-5-v_low-r_minimal,0.0,70.0,55.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,minimal,low,CoT,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-5-nano-v_low-r_minimal,0.0,72.0,62.0,rw17_overloaded_de,"Step 1: Observe current data: high retirement savings and low interest rates. Step 2: Identify relevant causal links: Low interest rates cause high retirement savings. Also low interest rates stimulate economic growth, allowing more money to be saved for retirement. Step 3: Consider other factors: Small trade deficits cause high retirement savings (positive relation). When economy good, basic expenses covered, more left for retirement. Step 4: Assess presence of small trade deficits given signals: We have high retirement savings, which is compatible with small trade deficits but not exclusive; low interest rates also explains high retirement savings. Step 5: Determine likelihood: Since low interest rates are observed, that alone supports high retirement savings, which is also compatible with small trade deficits, but the linkage is not deterministic. Therefore, likelihood that small trade deficits is present is moderate to high but not certain. Final judgment: leaning toward plausible presence of small trade deficits, but given only partial information, assign a moderate-high probability.",,Effect-Present Diagnostic Inference,a
2,minimal,low,numeric,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-5-mini-v_low-r_minimal,0.0,50.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,n/a,n/a,CoT,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-4o,0.0,70.0,75.0,rw17_overloaded_de,"We observe high retirement savings and low interest rates. The causal relationships indicate that low interest rates lead to high retirement savings. Additionally, small trade deficits also cause high retirement savings. Since we already have high retirement savings, it is likely that both low interest rates and small trade deficits are present. However, the presence of low interest rates alone could explain the high retirement savings, so the presence of small trade deficits is not certain but still likely. Therefore, the likelihood of small trade deficits being present is moderately high.",,Effect-Present Diagnostic Inference,a
2,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,gemini-2.5-flash-lite,0.0,60.0,70.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,gemini-1.5-pro,0.0,70.0,70.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,claude-opus-4-1-20250805,0.0,75.0,70.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,minimal,low,numeric,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-5-v_low-r_minimal,0.0,67.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,o1,0.0,40.0,50.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,n/a,n/a,CoT,overloaded,collider,econ_ovl_de=soc,VI,ppp,gemini-2.5-flash-lite,0.0,50.0,60.0,rw17_overloaded_de,"The problem states that we are observing high retirement savings and low interest rates. We are also given a causal relationship: Low interest rates cause high retirement savings. This observation is consistent with the provided causal link, meaning the observed state is expected given the cause. We are asked to estimate the likelihood of small trade deficits. The provided causal relationships do not directly link interest rates or retirement savings to trade deficits. There is a statement that ""Small trade deficits causes high retirement savings."" This implies a potential connection, but the direction of causality is from trade deficits to retirement savings, not the other way around. Since we are observing high retirement savings, this observation *could* be a result of small trade deficits, but it could also be a result of low interest rates as stated. The information provided does not give us a way to quantify the relative strength of these two causes or to infer the presence of small trade deficits solely from high retirement savings and low interest rates. Therefore, based on the given information, we cannot establish a strong probabilistic link between the observed variables and small trade deficits. The relationship is stated as a cause, not a necessary consequence or a strong indicator in reverse. Without more information on the prevalence of small trade deficits or the strength of the causal link in reverse, our estimate must be moderate, reflecting the possibility but not certainty.",,Effect-Present Diagnostic Inference,a
2,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,o3,0.0,40.0,30.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,minimal,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-5-mini-v_low-r_minimal,0.0,70.0,55.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,minimal,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-5-nano-v_low-r_minimal,0.0,60.0,60.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,minimal,low,CoT,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-5-v_low-r_minimal,0.0,65.0,55.0,rw17_overloaded_de,"We observe high retirement savings and low interest rates. Given the causal rules, both low interest rates and small trade deficits can cause high retirement savings. Observing low interest rates already explains high retirement savings, but the observation of high retirement savings also raises the likelihood of small trade deficits being present as an additional or alternative cause. With no base rates or exclusivity specified, the presence of one cause does not rule out the other. Therefore, small trade deficits become more likely than baseline but not certain.",,Effect-Present Diagnostic Inference,a
2,n/a,n/a,numeric,overloaded,collider,econ_ovl_de=soc,VI,ppp,gemini-1.5-pro,0.0,75.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,low,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-5-nano-v_low-r_low,0.0,60.0,40.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,claude-opus-4-20250514,0.0,75.0,70.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,n/a,n/a,numeric,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-4o,0.0,100.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,n/a,n/a,CoT,overloaded,collider,econ_ovl_de=soc,VI,ppp,gemini-1.5-pro,0.0,70.0,70.0,rw17_overloaded_de,"We observe high retirement savings and low interest rates.  Low interest rates are known to cause high retirement savings, so this observation is consistent with the given causal model.  Small trade deficits also cause high retirement savings.  Since we already observe high retirement savings, and we know another cause for it (low interest rates), the likelihood of small trade deficits being present is increased, but not guaranteed.  It's possible for high retirement savings to be caused solely by low interest rates.",,Effect-Present Diagnostic Inference,a
2,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-4o,0.0,70.0,80.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,minimal,low,numeric,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-5-nano-v_low-r_minimal,0.0,62.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,a
2,minimal,low,CoT,overloaded,collider,econ_ovl_de=soc,VI,ppp,gpt-5-mini-v_low-r_minimal,0.0,30.0,60.0,rw17_overloaded_de,"Observed: high retirement savings and low interest rates. Causal links: Low interest rates -> high retirement savings (given). Small trade deficits -> high retirement savings (given). Also low interest rates stimulate growth -> prosperity -> higher savings, and small trade deficits also indicate good economy -> higher savings. High retirement savings is thus explained by low interest rates alone, so small trade deficits are not necessary but remain plausible as an independent cause. No causal link between low interest rates and trade deficit provided, so observation of low rates gives no direct evidence about trade deficits. Because small trade deficits are one of multiple possible causes of high retirement savings and we have no direct evidence for it, assign a moderate-low probability that they are present. Estimate ~30% likelihood. Confidence moderate (reflecting model uncertainty and limited info).",,Effect-Present Diagnostic Inference,a
3,n/a,n/a,numeric,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-4o,0.0,100.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,minimal,low,numeric,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-nano-v_low-r_minimal,0.0,70.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,n/a,n/a,CoT,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-4o,0.0,50.0,50.0,rw17_overloaded_de,"High retirement savings can be caused by either low interest rates or small trade deficits. Since we observe high retirement savings, it is likely that at least one of these conditions is present. However, without additional information, we cannot determine which one is more likely. Assuming both causes are equally probable, the likelihood of low interest rates being present is moderate. Therefore, I estimate the likelihood of low interest rates being present at 50. My confidence in this estimate is moderate due to the lack of specific information about the trade deficit, so I assign a confidence level of 50.",,Effect-Present Diagnostic Inference,b
3,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,o3-mini,0.0,70.0,70.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,minimal,low,CoT,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-v_low-r_minimal,0.0,50.0,45.0,rw17_overloaded_de,"Observed high retirement savings can be caused by low interest rates and by small trade deficits per the given causal links; other statements provide context but no direct causal path to retirement savings. With two plausible causes and no priors or additional observations distinguishing them, the probability that low interest rates are present given high retirement savings is roughly split between the causes. Assuming independence and equal prior likelihoods, assign about half the responsibility to low interest rates.",,Effect-Present Diagnostic Inference,b
3,minimal,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-nano-v_low-r_minimal,0.0,70.0,60.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gemini-2.5-flash-lite,0.0,70.0,60.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gemini-1.5-pro,0.0,75.0,75.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,low,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-v_low-r_low,0.0,60.0,40.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,claude-opus-4-1-20250805,0.0,75.0,65.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,minimal,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-v_low-r_minimal,0.0,65.0,45.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,n/a,n/a,CoT,overloaded,collider,econ_ovl_de=soc,VII,ppp,gemini-2.5-flash-lite,0.0,60.0,70.0,rw17_overloaded_de,"The observation is high retirement savings. The causal relationships provided are: 1. Low interest rates causes high retirement savings. 2. Small trade deficits causes high retirement savings. 3. Without the restraint of religion-based morality, the impulse toward greed dominates and people tend to accumulate material wealth. (This last one doesn't directly link to retirement savings or low interest rates in a way that helps us infer low interest rates from high retirement savings). We are given that high retirement savings is observed. This observation is directly caused by low interest rates and also by small trade deficits. Since high retirement savings can be caused by either low interest rates or small trade deficits (or both), we cannot definitively conclude that low interest rates are present. However, low interest rates are *one* of the stated causes for high retirement savings. Without knowing the prevalence of small trade deficits or other potential causes not listed, we can infer that low interest rates are *possible* and *plausible* given the observation. The strength of this inference depends on how much weight we give to low interest rates as a cause compared to other potential causes. Given the direct causal link, it's more than a random guess but not a certainty. A moderate likelihood seems appropriate.",,Effect-Present Diagnostic Inference,b
3,minimal,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-mini-v_low-r_minimal,0.0,40.0,55.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,n/a,n/a,numeric,overloaded,collider,econ_ovl_de=soc,VII,ppp,gemini-2.5-flash-lite,0.0,75.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,low,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-nano-v_low-r_low,0.0,70.0,60.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,n/a,n/a,CoT,overloaded,collider,econ_ovl_de=soc,VII,ppp,gemini-1.5-pro,0.0,70.0,70.0,rw17_overloaded_de,"We are observing high retirement savings.  One cause of high retirement savings is low interest rates. Another cause is small trade deficits.  Since low interest rates is a known cause of the observation, it is likely that low interest rates are present.",,Effect-Present Diagnostic Inference,b
3,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,o3,0.0,33.0,40.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-4o,0.0,70.0,60.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,o1,0.0,50.0,50.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,minimal,low,CoT,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-mini-v_low-r_minimal,0.0,50.0,60.0,rw17_overloaded_de,"Observed high retirement savings. Three causal parents mentioned: low interest rates, small trade deficits, low interest in religion (lack of religion) and also urbanization indirectly via opportunities. Direct causal links given: Low interest rates -> high retirement savings. Small trade deficits -> high retirement savings. Lack of religion -> accumulation of wealth -> high retirement savings. Urbanization not directly linked but can increase opportunity. Without priors, each cause could explain the observation. No information on exclusivity or strengths; low interest rates is one of multiple plausible causes. I assign moderate probability that low interest rates are present, somewhat reduced because other causes could equally explain high savings.",,Effect-Present Diagnostic Inference,b
3,minimal,low,numeric,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-v_low-r_minimal,0.0,67.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,minimal,low,CoT,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-nano-v_low-r_minimal,0.0,75.0,60.0,rw17_overloaded_de,"Given observations: high retirement savings. Causal relationships: low interest rates cause high retirement savings; low interest rates also stimulate economic growth leading to prosperity and more savings; small trade deficits cause high retirement savings; when economy is good people have more to save; other factors like big cities and religion influence but not directly implying low rates. With high retirement savings observed, the strongest direct causal link is from low interest rates to high retirement savings. However, correlation does not imply causation and other factors could produce high savings (prosperity, economy good). Since the data explicitly states low interest rates cause high retirement savings, observing high retirement savings increases the likelihood of low interest rates, but not certainty. Therefore, estimate moderately high probability, perhaps around 70-80, acknowledging uncertainties (other factors). Confidence in exact numeric is moderate as this is a simplified model.",,Effect-Present Diagnostic Inference,b
3,n/a,n/a,numeric,overloaded,collider,econ_ovl_de=soc,VII,ppp,gemini-1.5-pro,0.0,75.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,,,single_numeric_response,,collider,economy,VII,ppp,humans,,78.75,,pilot_study,,25.0,Effect-Present Diagnostic Inference,b
3,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,claude-opus-4-20250514,0.0,75.0,70.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
3,minimal,low,numeric,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-mini-v_low-r_minimal,0.0,60.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,o3,0.0,60.0,30.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,minimal,low,numeric,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-mini-v_low-r_minimal,0.0,30.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,o1,0.0,50.0,50.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,claude-opus-4-20250514,0.0,75.0,70.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,minimal,low,CoT,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-v_low-r_minimal,0.0,50.0,40.0,rw17_overloaded_de,"We observe high retirement savings. Two stated causes can produce it: low interest rates and small trade deficits. No priors or additional observations are given to distinguish between them or to suggest other causes. Assuming both causes are plausible and roughly equally likely, the probability that small trade deficits is present given high retirement savings is about half.",,Effect-Present Diagnostic Inference,b
4,minimal,low,CoT,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-mini-v_low-r_minimal,0.0,45.0,40.0,rw17_overloaded_de,"Observed high retirement savings. Causes listed: low interest rates -> high retirement savings; small trade deficits -> high retirement savings; big cities and low interest rates via prosperity also increase savings; lack of religion increases wealth accumulation (implies high interest in religion low -> more greed -> more savings). Multiple independent causes can produce the observation. No priors given for prevalence of causes. Low interest rates appear twice as a cause (direct and via growth), suggesting it is a strong plausible cause. Small trade deficits is explicitly a direct cause but not emphasized as more likely than alternatives. With equal priors, the presence of high savings increases probability of each cause but less so if multiple causes possible. I assign moderate probability that small trade deficits are present — not certain because other causes could explain high savings. Estimate  fifty percent-ish but slightly lower because low interest rates mentioned more strongly.",,Effect-Present Diagnostic Inference,b
4,n/a,n/a,numeric,overloaded,collider,econ_ovl_de=soc,VII,ppp,gemini-1.5-pro,0.0,75.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,,,single_numeric_response,,collider,economy,VII,ppp,humans,,78.75,,pilot_study,,58.0,Effect-Present Diagnostic Inference,b
4,minimal,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-v_low-r_minimal,0.0,60.0,55.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,low,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-nano-v_low-r_low,0.0,70.0,60.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,n/a,n/a,numeric,overloaded,collider,econ_ovl_de=soc,VII,ppp,gemini-2.5-flash-lite,0.0,50.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,minimal,low,numeric,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-v_low-r_minimal,0.0,67.0,,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,n/a,n/a,CoT,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-4o,0.0,50.0,50.0,rw17_overloaded_de,"High retirement savings can be caused by either low interest rates or small trade deficits. Since we observe high retirement savings, it is likely that at least one of these conditions is present. Without additional information, we cannot determine which is more likely, but both are plausible causes. Therefore, the likelihood of small trade deficits being present is moderate. Given the causal relationships, I estimate the likelihood of small trade deficits being present as 50, with a confidence level of 50 due to the lack of specific information favoring one cause over the other.",,Effect-Present Diagnostic Inference,b
4,minimal,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-mini-v_low-r_minimal,0.0,65.0,55.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gemini-2.5-flash-lite,0.0,60.0,70.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gemini-1.5-pro,0.0,70.0,70.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,o3-mini,0.0,50.0,70.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,minimal,low,CoT,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-nano-v_low-r_minimal,0.0,60.0,45.0,rw17_overloaded_de,"Given observations indicate high retirement savings. Causal links: low interest rates lead to high retirement savings and stimulate growth; small trade deficits cause high retirement savings; when economy is good people save more. However the observation is high retirement savings, not small trade deficits. The causal chain from small trade deficits to high retirement savings exists, but not necessary. Therefore likelihood that small trade deficits is present given high retirement savings is plausible but not certain; moderate probability.",,Effect-Present Diagnostic Inference,b
4,low,low,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-5-v_low-r_low,0.0,60.0,30.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
4,n/a,n/a,numeric-conf,overloaded,collider,econ_ovl_de=soc,VII,ppp,gpt-4o,0.0,70.0,60.0,rw17_overloaded_de,,,Effect-Present Diagnostic Inference,b
