id,prompt,prompt_category,graph,domain,cntbl_cond,task
11,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have strong B. Others have weak B. Some systems have powerful C. Others have weak C.  Here are the causal relationships: High A causes powerful C. Strong B causes powerful C. Both high A and strong B can each cause powerful C on their own. That is, it's not the case that both of these have to be present in order for powerful C to be present. Rather, high A can independently cause powerful C on their own, and strong B can independently cause powerful C on their own as well. You are currently observing: weak C and strong B. Your task is to estimate how likely it is that high A is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,ppp,f
12,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have strong B. Others have weak B. Some systems have powerful C. Others have weak C.  Here are the causal relationships: High A causes powerful C. Strong B causes powerful C. Both high A and strong B can each cause powerful C on their own. That is, it's not the case that both of these have to be present in order for powerful C to be present. Rather, high A can independently cause powerful C on their own, and strong B can independently cause powerful C on their own as well. You are currently observing: weak C and high A. Your task is to estimate how likely it is that strong B is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,ppp,f
13,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have strong B. Others have weak B. Some systems have powerful C. Others have weak C.  Here are the causal relationships: High A causes powerful C. Strong B causes powerful C. Both high A and strong B can each cause powerful C on their own. That is, it's not the case that both of these have to be present in order for powerful C to be present. Rather, high A can independently cause powerful C on their own, and strong B can independently cause powerful C on their own as well. You are currently observing: weak C. Your task is to estimate how likely it is that high A is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,ppp,g
14,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have strong B. Others have weak B. Some systems have powerful C. Others have weak C.  Here are the causal relationships: High A causes powerful C. Strong B causes powerful C. Both high A and strong B can each cause powerful C on their own. That is, it's not the case that both of these have to be present in order for powerful C to be present. Rather, high A can independently cause powerful C on their own, and strong B can independently cause powerful C on their own as well. You are currently observing: weak C. Your task is to estimate how likely it is that strong B is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,ppp,g
15,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have strong B. Others have weak B. Some systems have powerful C. Others have weak C.  Here are the causal relationships: High A causes powerful C. Strong B causes powerful C. Both high A and strong B can each cause powerful C on their own. That is, it's not the case that both of these have to be present in order for powerful C to be present. Rather, high A can independently cause powerful C on their own, and strong B can independently cause powerful C on their own as well. You are currently observing: weak C and weak B. Your task is to estimate how likely it is that high A is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,ppp,h
16,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have strong B. Others have weak B. Some systems have powerful C. Others have weak C.  Here are the causal relationships: High A causes powerful C. Strong B causes powerful C. Both high A and strong B can each cause powerful C on their own. That is, it's not the case that both of these have to be present in order for powerful C to be present. Rather, high A can independently cause powerful C on their own, and strong B can independently cause powerful C on their own as well. You are currently observing: weak C and low A. Your task is to estimate how likely it is that strong B is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,ppp,h
17,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have strong B. Others have weak B. Some systems have powerful C. Others have weak C.  Here are the causal relationships: High A causes powerful C. Strong B causes powerful C. Both high A and strong B can each cause powerful C on their own. That is, it's not the case that both of these have to be present in order for powerful C to be present. Rather, high A can independently cause powerful C on their own, and strong B can independently cause powerful C on their own as well. You are currently observing: low A and weak B. Your task is to estimate how likely it is that powerful C is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,ppp,i
18,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have strong B. Others have weak B. Some systems have powerful C. Others have weak C.  Here are the causal relationships: High A causes powerful C. Strong B causes powerful C. Both high A and strong B can each cause powerful C on their own. That is, it's not the case that both of these have to be present in order for powerful C to be present. Rather, high A can independently cause powerful C on their own, and strong B can independently cause powerful C on their own as well. You are currently observing: low A and strong B. Your task is to estimate how likely it is that powerful C is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,ppp,j
19,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have strong B. Others have weak B. Some systems have powerful C. Others have weak C.  Here are the causal relationships: High A causes powerful C. Strong B causes powerful C. Both high A and strong B can each cause powerful C on their own. That is, it's not the case that both of these have to be present in order for powerful C to be present. Rather, high A can independently cause powerful C on their own, and strong B can independently cause powerful C on their own as well. You are currently observing: weak B and high A. Your task is to estimate how likely it is that powerful C is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,ppp,j
20,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have strong B. Others have weak B. Some systems have powerful C. Others have weak C.  Here are the causal relationships: High A causes powerful C. Strong B causes powerful C. Both high A and strong B can each cause powerful C on their own. That is, it's not the case that both of these have to be present in order for powerful C to be present. Rather, high A can independently cause powerful C on their own, and strong B can independently cause powerful C on their own as well. You are currently observing: high A and strong B. Your task is to estimate how likely it is that powerful C is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,ppp,k
61,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have weak B. Others have strong B. Some systems have weak C. Others have powerful C.  Here are the causal relationships: High A causes weak C. Weak B causes weak C. Both high A and weak B can each cause weak C on their own. That is, it's not the case that both of these have to be present in order for weak C to be present. Rather, high A can independently cause weak C on their own, and weak B can independently cause weak C on their own as well. You are currently observing: weak C and weak B. Your task is to estimate how likely it is that high A is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,pmm,a
62,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have weak B. Others have strong B. Some systems have weak C. Others have powerful C.  Here are the causal relationships: High A causes weak C. Weak B causes weak C. Both high A and weak B can each cause weak C on their own. That is, it's not the case that both of these have to be present in order for weak C to be present. Rather, high A can independently cause weak C on their own, and weak B can independently cause weak C on their own as well. You are currently observing: weak C and high A. Your task is to estimate how likely it is that weak B is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,pmm,a
63,"In abstract reasoning studies, researchers examine relationships between symbolic variables A, B, and C. Here are some variables: Some systems have high A. Others have low A. Some systems have weak B. Others have strong B. Some systems have weak C. Others have powerful C.  Here are the causal relationships: High A causes weak C. Weak B causes weak C. Both high A and weak B can each cause weak C on their own. That is, it's not the case that both of these have to be present in order for weak C to be present. Rather, high A can independently cause weak C on their own, and weak B can independently cause weak C on their own as well. You are currently observing: weak C. Your task is to estimate how likely it is that high A is present on a scale from 0 to 100, given the observations and causal relationships described. 0 means completely unlikely and 100 means completely likely. Provide your likelihood estimate and confidence level about your likelihood estimate (how certain you are about your likelihood estimate between 0 and 100 with 0 being very uncertain and 100 being very certain about your likelihood estimate). Return your response as raw text in one single line using this exact XML format: <response><likelihood>YOUR_NUMERIC_RESPONSE_HERE</likelihood><confidence>YOUR_CONFIDENCE_SCORE_HERE</confidence></response> Replace YOUR_CONFIDENCE_SCORE_HERE with a number between 0 (very uncertain about your likelihood estimate) and 100 (very certain about your likelihood estimate).DO NOT include any other information, explanation, or formatting in your response. DO NOT use Markdown, code blocks, quotation marks, or special characters.",numeric-conf,collider,abstract_abc,pmm,b
