agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2
gpt-4o,numeric,sociology,0.0544564202427864,huber,0.1418422907590866,0.177580326795578,0.7841470075801095,0.071824026107788,-270.5331546970125,-263.38707479299086,0.1500008479891688,0.1250392378053882,0.8387395001813922,0.0828579712913448,0.0755832754075527,-0.0032043223353949,11,80,logistic,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,3,3,2025-08-19T19:02:18.377443+00:00,0.5055516958236694,0.4156178832054138,0.5055516958236694,0.4156178832054138,0.0455659590661525,-1.580547332763672,0.5204474329948425,2.999999523162842,0.5204474329948425,2.999999523162842,,,,,,
gpt-4o,numeric,weather,0.0586803928017616,huber,0.1296117454767227,0.162566676735878,0.8315351443418352,0.0919781118631363,-284.66672612828484,-277.5206462242632,0.1716312542600279,0.1406700038774447,0.8135535480779632,0.0983322808033559,0.1148258146237243,0.0089981471273032,11,80,logistic,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,3,3,2025-08-19T19:02:30.913733+00:00,0.5055516958236694,0.4144515097141266,0.5055516958236694,0.4144515097141266,0.0455659590661525,-1.3583414554595947,0.5204474329948425,2.999995708465576,0.5204474329948425,2.999995708465576,,,,,,
gpt-4o,numeric-conf,economy,0.0438987389206886,huber,0.105127140879631,0.1441749483346939,0.809077248289329,0.0612468384206295,-301.8764445615075,-292.348338022812,0.0904335924403026,0.0753419195386496,0.9241802357655866,0.0500182946719539,0.0310422824865037,0.0067370602353052,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-19T19:02:43.749964+00:00,0.5055516958236694,0.4621999859809875,0.5055516958236694,0.4621999859809875,0.0455659590661525,-1.723134994506836,0.5204474329948425,2.9999961853027344,-0.0582337826490402,3.0,,,,,,
gpt-4o,numeric-conf,sociology,0.0364510640501976,huber,0.1122146621346473,0.1600254774093628,0.717115123192157,0.0545809082686901,-285.1875627829049,-275.65945624420937,0.096812068554306,0.0806396862322633,0.8908421564579772,0.0535706787536406,0.0433654824441129,0.0170951308174566,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,3,3,2025-08-19T19:02:57.024343+00:00,0.5055516958236694,0.4493806660175323,0.5055516958236694,0.4493806660175323,0.0455659590661525,-1.9103882312774656,0.5204474329948425,2.502258777618408,-0.0582337826490402,2.9999868869781494,,,,,,
gpt-4o,numeric-conf,weather,0.0557628385722637,huber,0.0920794606208801,0.1153694316744804,0.9020190054758938,0.0897394433617591,-337.5385340206509,-328.0104274819554,0.1377819648650821,0.1099806532941081,0.8694951636450814,0.0829947332249698,0.0878233418545939,0.0249089215966788,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,3,3,2025-08-19T19:03:10.968311+00:00,0.5055516958236694,0.4569952189922333,0.5055516958236694,0.4569952189922333,0.0455659590661525,-1.405842423439026,0.5204474329948425,2.999999523162842,-0.0582337826490402,3.0,,,,,,
gpt-4o,CoT,economy,0.0301907006651163,huber,0.0828951224684715,0.1028958186507225,0.8628305890251405,0.045399023592472,-355.8461256895328,-346.3180191508373,0.0906061941245545,0.0800674351778897,0.899998848872604,0.0424109447875295,0.0421229752627286,0.0069478820670734,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-19T19:03:24.132484+00:00,0.5055516958236694,0.4485473930835724,0.5055516958236694,0.4485473930835724,0.0455659590661525,-1.4924696683883667,0.5204474329948425,2.514955520629883,-0.0582337826490402,2.99999475479126,,,,,,
gpt-4o,CoT,sociology,0.0292807817459106,huber,0.0810027569532394,0.1029805019497871,0.8569280533239025,0.0475007645785808,-355.71449361207766,-346.18638707338215,0.1086731044410753,0.1019958374852484,0.8548188255041771,0.0375059030626336,0.0334366232834078,0.0128123437139121,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,3,3,2025-08-19T19:03:39.807696+00:00,0.5055516958236694,0.4322744905948639,0.5055516958236694,0.4322744905948639,0.0455659590661525,-1.6950438022613523,0.5204474329948425,2.6673166751861572,-0.0582337826490402,2.999960422515869,,,,,,
gpt-4o,CoT,weather,0.0402544662356376,huber,0.0725224316120147,0.0909521356225013,0.9175960826763214,0.0494565643370151,-375.5875028766091,-366.0593963379136,0.0999265013373148,0.0884317624975334,0.9085173029384802,0.0465309472404787,0.03269263621081,0.0046408632262186,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,1,1,2025-08-19T19:03:54.102346+00:00,0.4715025722980499,0.4378378987312317,0.4715025722980499,0.4378378987312317,-0.0642904788255691,-1.3348348140716553,-0.0555315837264061,2.99999475479126,0.9048545360565186,3.0,,,,,,
humans,numeric,economy,0.0135152889415621,huber,0.0856166556477546,0.0995582193136215,0.7606291807073178,0.0434978380799293,-361.1220308723797,-351.5939243336842,0.1099871571604924,0.0839850958549615,0.7001159506628196,0.071018859568989,0.0295532729047717,-0.0212461828101765,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-19T19:04:08.038148+00:00,0.5055516958236694,0.5455291271209717,0.5055516958236694,0.5455291271209717,0.0455659590661525,-0.7609415054321289,0.5204474329948425,1.4658823013305664,-0.0582337826490402,1.4048385620117188,,,,,,
humans,numeric,sociology,0.0158672984689474,huber,0.0855909213423729,0.1068631038069725,0.7531287798264426,0.0244757637381553,-349.7930703972563,-340.2649638585608,0.0672988988372787,0.0610783182310335,0.8990835482814066,0.0282591724361997,0.037363821719632,-0.0225041085120403,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,3,3,2025-08-19T19:04:12.553316+00:00,0.5055516958236694,0.5287009477615356,0.5055516958236694,0.5287009477615356,0.0455659590661525,-1.000154733657837,0.5204474329948425,1.4718787670135498,-0.0582337826490402,1.8590221405029297,,,,,,
humans,numeric,weather,0.0250606890767812,huber,0.0902940481901168,0.1100718006491661,0.8300220201840119,0.0196493528783321,-345.05957909116955,-335.53147255247404,0.1004161581715451,0.0818882103038556,0.8562288253937669,0.0581182057118445,0.035200745120193,-0.0241161911054091,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,3,3,2025-08-19T19:04:17.440094+00:00,0.5055516958236694,0.5205680727958679,0.5055516958236694,0.5205680727958679,0.0455659590661525,-1.390458345413208,0.5204474329948425,2.3630335330963135,-0.0582337826490402,2.317988395690918,,,,,,
gpt-4o,numeric,economy,0.063179612159729,huber,0.1176841706037521,0.1500542014837265,0.8498524917573131,0.0851134266704321,-295.4813961346247,-285.95328959592916,0.1564906502297927,0.1212293498895385,0.8387369710622834,0.0989584171998682,0.0887726538560607,0.0081664046103304,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-19T19:04:23.616554+00:00,0.5055516958236694,0.4445147216320038,0.5055516958236694,0.4445147216320038,0.0455659590661525,-1.3470381498336792,0.5204474329948425,2.9999990463256836,-0.0582337826490402,3.0,,,,,,
gpt-4o,numeric,sociology,0.0627407357096672,huber,0.1418419033288955,0.1775803565979004,0.7841469463817576,0.0718245062977075,-268.5331320155227,-259.0050254768272,0.150004030811985,0.1250414872034029,0.838732656632833,0.0828603387502379,0.075585186142813,-0.0032072991810061,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,1,1,2025-08-19T19:04:37.202187+00:00,0.4715025722980499,0.4156199991703033,0.4715025722980499,0.4156199991703033,-0.0642904788255691,-1.580530285835266,-0.0555315837264061,2.9999985694885254,0.9048545360565186,3.0,,,,,,
gpt-4o,numeric,weather,0.067331813275814,huber,0.1296120584011078,0.1625665575265884,0.8315354103067799,0.0919780101627111,-282.666852428885,-273.1387458901895,0.1716296794539239,0.1406689110127362,0.8135569695487761,0.0983310955087329,0.1148247055032036,0.0089943503791635,11,80,logistic,4,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,1,1,2025-08-19T19:04:50.440574+00:00,0.4715025722980499,0.4144504964351654,0.4715025722980499,0.4144504964351654,-0.0642904788255691,-1.3583695888519287,-0.0555315837264061,2.999999523162842,0.9048545360565186,3.0,,,,,,
gpt-4o,numeric-conf,economy,0.0438984036445617,huber,0.0943671911954879,0.1380521655082702,0.8249490362714588,0.0470176290720701,-306.8197847295098,-294.90965155614043,0.0887017946313125,0.0768635563552379,0.9270563188990834,0.0442719106798058,0.0385100962763483,-8.591393178159944e-05,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-19T19:05:04.824817+00:00,0.5055516958236694,0.4742601811885834,0.5004981160163879,0.8993299603462219,0.0455659590661525,-1.785237193107605,0.5204474329948425,2.999998092651367,-0.0582337826490402,3.0,,,,,,
gpt-4o,numeric-conf,sociology,0.0364507958292961,huber,0.1048066467046737,0.1563825756311416,0.7298479994237395,0.0420421786606311,-286.8719830594785,-274.9618498861091,0.1010039398690603,0.0841871584003621,0.8811846429493783,0.0558060769947599,0.039540026675571,0.0073213162747296,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,3,3,2025-08-19T19:05:22.010471+00:00,0.5055516958236694,0.460691750049591,0.5004981160163879,0.8165940642356873,0.0455659590661525,-1.9448111057281496,0.5204474329948425,2.4702835083007812,-0.0582337826490402,2.99999737739563,,,,,,
gpt-4o,numeric-conf,weather,0.0557623878121376,huber,0.0732929706573486,0.1005228832364082,0.9256141732628956,0.0720448046922683,-357.57918230780933,-345.66904913443994,0.1206385336723098,0.0911969254640015,0.8999507221021684,0.0789732650491188,0.0811268616129051,0.0139676369726657,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,3,3,2025-08-19T19:05:39.560846+00:00,0.5055516958236694,0.4743745028972626,0.5004981160163879,0.9999996423721312,0.0455659590661525,-1.5131059885025024,0.5204474329948425,3.0,-0.0582337826490402,3.0,,,,,,
gpt-4o,CoT,economy,0.0301904082298278,huber,0.0724836587905883,0.0983887612819671,0.8745840331913193,0.0483364842832088,-361.0125889887005,-349.1024558153311,0.1001684762474127,0.0877018651501698,0.8777774452883774,0.0483953146793147,0.0646680934185331,0.00289210467176,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-19T19:05:54.807516+00:00,0.5055516958236694,0.4599471986293793,0.5004981160163879,0.8228102326393127,0.0455659590661525,-1.5294663906097412,0.5204474329948425,2.4942781925201416,-0.0582337826490402,2.9999964237213135,,,,,,
gpt-4o,CoT,sociology,0.0292804576456546,huber,0.0700399950146675,0.0965342596173286,0.8742791304397473,0.0542479045689106,-364.0571735158476,-352.1470403424782,0.1080694103677266,0.0939231514930725,0.8564273481462134,0.0534550191360684,0.041046556559476,0.0048428372903303,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,3,3,2025-08-19T19:06:12.776828+00:00,0.5055516958236694,0.4472354650497436,0.5004981160163879,0.8833516836166382,0.0455659590661525,-1.7467222213745115,0.5204474329948425,2.584172248840332,-0.0582337826490402,2.9999823570251465,,,,,,
gpt-4o,CoT,weather,0.0402629561722278,huber,0.0604723207652568,0.0850752890110015,0.9279010542114486,0.0399448528885841,-384.27498715303534,-372.3648539796659,0.098576650748558,0.085763856633143,0.9109721854022894,0.0485995572841242,0.0619025459343736,0.0009071364998817,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,1,1,2025-08-19T19:06:32.102053+00:00,0.4715025722980499,0.4516195952892303,0.5583577156066895,0.8760438561439514,-0.0642904788255691,-1.3826618194580078,-0.0555315837264061,2.9999914169311523,0.9048545360565186,3.0,,,,,,
humans,numeric,economy,0.0135153476148843,huber,0.0829915627837181,0.0977459102869033,0.7692646489393401,0.0403947591781616,-362.06143146008054,-350.15129828671115,0.1065359052224102,0.0793477637298179,0.7186406102889529,0.0710903051944171,0.0315330831751679,-0.0215453398769552,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-19T19:06:49.549043+00:00,0.5055516958236694,0.5339981317520142,0.5004981160163879,0.0018149628303945,0.0455659590661525,-0.7415329813957214,0.5204474329948425,1.4492158889770508,-0.0582337826490402,1.407439947128296,,,,,,
humans,numeric,sociology,0.0158673282712698,huber,0.0846056789159774,0.1060703471302986,0.7567779975010221,0.0221285641193389,-348.98444704103986,-337.07431386767047,0.0673433676007337,0.0610197059132836,0.8989501400820948,0.028490781843676,0.0263513975974285,-0.0162594274137959,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,3,3,2025-08-19T19:07:03.799296+00:00,0.5055516958236694,0.5218955278396606,0.5004981160163879,0.2456768006086349,0.0455659590661525,-0.9872261881828308,0.5204474329948425,1.4648292064666748,-0.0582337826490402,1.856216311454773,,,,,,
humans,numeric,weather,0.0250605940818786,huber,0.0900865346193313,0.1099530979990959,0.8303884413810543,0.0175807267427444,-343.23222108288,-331.3220879095106,0.1219448385311482,0.1032093634027423,0.7879728559408278,0.064948987293017,0.0743275942224444,-0.0156248998641967,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,3,3,2025-08-19T19:07:13.332633+00:00,0.5055516958236694,0.522232711315155,0.5004981160163879,0.5902397036552429,0.0455659590661525,-1.4004075527191162,0.5204474329948425,2.3610990047454834,-0.0582337826490402,2.3246665000915527,,,,,,
gpt-4o,numeric,economy,0.0631792172789573,huber,0.1002175956964492,0.1446348428726196,0.8605020944167224,0.0776726894080638,-299.3668850756303,-287.4567519022609,0.1518304601939831,0.1103589500893246,0.8481985781894573,0.1042755521582056,0.0987137677994641,-0.0020773830738934,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-19T19:07:22.454865+00:00,0.5055516958236694,0.4615292549133301,0.5004981160163879,0.9774492383003236,0.0455659590661525,-1.3980000019073486,0.5204474329948425,2.9999990463256836,-0.0582337826490402,3.0,,,,,,
gpt-4o,numeric,sociology,0.0627470761537551,huber,0.1343195736408233,0.1759836971759796,0.7880110307173296,0.0669429987668991,-267.978222192673,-256.0680890193036,0.1715982727421887,0.1461583748459816,0.7889592132720533,0.089909380325326,0.0776881446892564,0.0128092149441892,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,1,1,2025-08-19T19:07:35.864708+00:00,0.4715025722980499,0.4225962460041046,0.5583577156066895,0.6711350083351135,-0.0642904788255691,-1.5949276685714722,-0.0555315837264061,2.9999985694885254,0.9048545360565186,3.0,,,,,,
gpt-4o,numeric,weather,0.0673427730798721,huber,0.1121595278382301,0.1563968062400818,0.8440799223899094,0.0817281275987625,-286.85741439401653,-274.94728122064714,0.1692178468530537,0.1308248341083526,0.8187601474890797,0.1073291315259075,0.1112270328131589,0.0026988630945032,11,80,logistic,5,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,1,1,2025-08-19T19:07:51.075758+00:00,0.4715025722980499,0.4361157417297363,0.5583577156066895,0.9999990463256836,-0.0642904788255691,-1.4207656383514404,-0.0555315837264061,3.0,0.9048545360565186,3.0,,,,,,
gpt-4o,numeric-conf,economy,0.0252453051507473,huber,0.0994716137647628,0.1346406191587448,0.8334938507380845,0.0319337621331214,-314.8233776567308,-307.6772977527092,0.0635172089334278,0.0438097081401131,0.9625970656376338,0.0459907088809341,0.0356705313379114,0.0131582764062014,11,80,noisy_or,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-19T19:08:06.658593+00:00,0.5055516958236694,0.4604593515396118,0.5055516958236694,0.4604593515396118,,,,,,,0.5037974119186401,0.0644782707095146,0.5437019467353821,0.8260214328765869,0.5437019467353821,0.8260214328765869
gpt-4o,numeric-conf,sociology,0.022592494264245,huber,0.1161269769072532,0.1558280736207962,0.7317604016283312,0.033781161904335,-291.4403159239359,-284.29423601991425,0.076624701681288,0.0547989363020116,0.9316193001179268,0.0535576464000655,0.0437732848254117,0.0168118184263055,11,80,noisy_or,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,3,3,2025-08-19T19:08:14.997803+00:00,0.5055516958236694,0.4552752077579498,0.5055516958236694,0.4552752077579498,,,,,,,0.5037974119186401,0.1118725463747978,0.5437019467353821,0.7231662273406982,0.5437019467353821,0.7231662273406982
gpt-4o,numeric-conf,weather,0.0301641765981912,huber,0.0462559573352336,0.066193476319313,0.9677454718570652,0.0370672422461211,-428.4277408620217,-421.2816609580001,0.066630002929118,0.0515672307800162,0.9694802112275862,0.0421945257114571,0.0432867194441231,0.0235085870054635,11,80,noisy_or,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,3,3,2025-08-19T19:08:21.972257+00:00,0.5055516958236694,0.4729658663272857,0.5055516958236694,0.4729658663272857,,,,,,,0.5037974119186401,0.0372070223093032,0.5437019467353821,0.97271728515625,0.5437019467353821,0.97271728515625
gpt-4o,CoT,economy,0.0137761328369379,huber,0.0691145062446594,0.0927677974104881,0.8885047558424548,0.0218754686415195,-374.42490982241713,-367.2788299183955,0.0661172783225102,0.0555808576670559,0.9467500556803392,0.0358086966220601,0.0109799867326562,0.0006037153980948,11,80,noisy_or,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-19T19:08:33.898764+00:00,0.5055516958236694,0.4495312869548797,0.5055516958236694,0.4495312869548797,,,,,,,0.5037974119186401,0.1515864729881286,0.5437019467353821,0.7733684778213501,0.5437019467353821,0.7733684778213501
gpt-4o,CoT,sociology,0.0143475802615284,huber,0.0718115866184234,0.0887183174490928,0.8938130701812156,0.0213516280055046,-381.56622141183857,-374.42014150781694,0.0766518805073921,0.064716256477616,0.9277709694232557,0.0410769635299755,0.0242759046229448,0.0080055477944287,11,80,noisy_or,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,1,1,2025-08-19T19:08:40.898563+00:00,0.4715025722980499,0.4318307638168335,0.4715025722980499,0.4318307638168335,,,,,,,0.494641900062561,0.1267408579587936,0.4953719675540924,0.7461344599723816,0.4953719675540924,0.7461344599723816
gpt-4o,CoT,weather,0.0190221704542636,huber,0.0537852421402931,0.0741893872618675,0.9451715878282136,0.0241443566977977,-410.181458575694,-403.0353786716724,0.0704359431777856,0.0558906169100241,0.9545466115250784,0.0428656159731919,0.0243980474092743,0.003242255476388,11,80,noisy_or,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,3,3,2025-08-19T19:08:47.921886+00:00,0.5055516958236694,0.43438321352005,0.5055516958236694,0.43438321352005,,,,,,,0.5037974119186401,0.1254409402608871,0.5437019467353821,0.8828355669975281,0.5437019467353821,0.8828355669975281
humans,numeric,economy,0.0072378651238977,huber,0.0831709802150726,0.098149724304676,0.7673542447269288,0.0129413694143295,-365.4017878068844,-358.25570790286275,0.0649803211269622,0.0470708732171492,0.8953273741717503,0.0447970426293767,0.0100354193918632,-0.004644048647447,11,80,noisy_or,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,economy,4,4,2025-08-19T19:08:56.159568+00:00,0.5121279954910278,0.5414602160453796,0.5121279954910278,0.5414602160453796,,,,,,,0.4838784635066986,0.2838742136955261,0.4927954077720642,0.5740861892700195,0.4927954077720642,0.5740861892700195
humans,numeric,sociology,0.0080885766074061,huber,0.083925649523735,0.1059251055121421,0.7574436206290276,0.0194838568568229,-353.2036823366126,-346.05760243259095,0.0529387781847678,0.0397964007926709,0.9375555445157292,0.0349107536390314,0.0279551296523123,-0.0130153944998076,11,80,noisy_or,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,sociology,4,4,2025-08-19T19:09:02.139434+00:00,0.5121279954910278,0.5311740636825562,0.5121279954910278,0.5311740636825562,,,,,,,0.4838784635066986,0.271100103855133,0.4927954077720642,0.5970883965492249,0.4927954077720642,0.5970883965492249
humans,numeric,weather,0.0129576418548822,huber,0.0921300798654556,0.1105805560946464,0.8284471145974428,0.0191714450716972,-346.3217638433481,-339.17568393932646,0.0740585837012672,0.0623053695216323,0.921798438986112,0.0400339199755714,0.0281398922385591,-0.002506202025847,11,80,noisy_or,3,0.005,lbfgs,2,rw17_indep_causes,collider,0.0,weather,3,3,2025-08-19T19:09:08.160090+00:00,0.5055516958236694,0.514724850654602,0.5055516958236694,0.514724850654602,,,,,,,0.5037974119186401,0.1666590571403503,0.5437019467353821,0.7143271565437317,0.5437019467353821,0.7143271565437317
