agent,prompt_category,domain,loss,mae,rmse,r2,ece_10bin,aic,bic,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2,loss_function,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds
gpt-4o,numeric,,0.0739438533782959,0.0745163410902023,0.1245330795645713,0.897320158691756,0.0204955491237342,-991.9282574918152,-978.0057017984471,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T13:03:17.076233+00:00,0.4715025722980499,0.412775456905365,0.4715025722980499,0.412775456905365,,,,,,,0.494641900062561,0.0146064013242721,0.4953719675540924,0.9463563561439514,0.5772022008895874,0.9997572302818298,,,,,,,,
humans,numeric,,0.0189115945249795,0.0909656807780265,0.1097327768802642,0.7734686591157416,0.0102858036756515,-1052.659434896155,-1038.7368792027871,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,9,9,2025-08-16T13:19:36.269176+00:00,0.5083481073379517,0.5318721532821655,0.5083481073379517,0.5318721532821655,,,,,,,0.4851265251636505,0.2512134909629822,0.5145881772041321,0.6479554772377014,0.5031993389129639,0.6034271121025085,,,,,,,,
o3,numeric,,0.037668589502573,0.0734346732497215,0.0885073393583297,0.9178454623194904,0.006676135957241,-1155.8415263754955,-1141.9189706821276,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T13:19:46.357820+00:00,0.4715025722980499,0.445796400308609,0.4715025722980499,0.445796400308609,,,,,,,0.494641900062561,0.1155039444565773,0.4953719675540924,0.86652672290802,0.5772022008895874,0.8096720576286316,,,,,,,,
o3-mini,numeric,,0.0712251514196395,0.0526906475424766,0.1018076390027999,0.9303872309789908,0.0229521054308861,-1088.641680958978,-1074.71912526561,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T13:19:56.981825+00:00,0.4715025722980499,0.4519698917865753,0.4715025722980499,0.4519698917865753,,,,,,,0.494641900062561,0.020088855177164,0.4953719675540924,0.9926068782806396,0.5772022008895874,0.9899964332580566,,,,,,,,
gpt-4,numeric-conf,,0.0305622834712266,0.0690391436219215,0.1181799173355102,0.722901350732366,0.0180782340466976,-1017.0626052734405,-1003.1400495800724,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T13:20:20.594130+00:00,0.5121279954910278,0.496602714061737,0.5121279954910278,0.496602714061737,,,,,,,0.4838784635066986,0.0282592754811048,0.4927954077720642,0.1708246618509292,0.4725507199764251,0.8559294939041138,,,,,,,,
gpt-4.1,numeric-conf,,0.0540110915899276,0.0708107054233551,0.0894578248262405,0.9333836773063792,0.0326882909983396,-1150.714238788843,-1136.791683095475,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T13:20:33.663236+00:00,0.4715025722980499,0.4359002411365509,0.4715025722980499,0.4359002411365509,,,,,,,0.494641900062561,0.0563617385923862,0.4953719675540924,0.9377958178520204,0.5772022008895874,0.8739305734634399,,,,,,,,
gpt-4.1-mini,numeric-conf,,0.0569952130317688,0.1328936517238617,0.1903674453496933,0.6391234357722904,0.0383520126342773,-788.2236003468278,-774.3010446534598,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T13:36:30.850042+00:00,0.4715025722980499,0.3977858126163482,0.4715025722980499,0.3977858126163482,,,,,,,0.494641900062561,0.0690888985991478,0.4953719675540924,0.580832302570343,0.5772022008895874,0.8059058785438538,,,,,,,,
gpt-4o,numeric-conf,,0.0524743795394897,0.0974585562944412,0.13438680768013,0.8386012958201193,0.0341810196638107,-955.3758475270322,-941.4532918336644,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-16T13:36:42.721392+00:00,0.5055516958236694,0.4591347277164459,0.5055516958236694,0.4591347277164459,,,,,,,0.5037974119186401,0.0719035938382148,0.5437019467353821,0.8472307324409485,0.4951467514038086,0.8379217982292175,,,,,,,,
o3,numeric-conf,,0.0314129926264286,0.075811319053173,0.0915141999721527,0.8939814007637807,0.0095181640237569,-1139.805365070478,-1125.88280937711,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T13:36:54.719482+00:00,0.4715025722980499,0.4171817898750305,0.4715025722980499,0.4171817898750305,,,,,,,0.494641900062561,0.1529565602540969,0.4953719675540924,0.8123894929885864,0.5772022008895874,0.737669825553894,,,,,,,,
o3-mini,numeric-conf,,0.062536247074604,0.0694183483719825,0.08859184384346,0.940166886210472,0.0277964775916188,-1155.383421432441,-1141.4608657390731,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T13:37:05.085848+00:00,0.4715025722980499,0.4068664908409118,0.4715025722980499,0.4068664908409118,,,,,,,0.494641900062561,0.0374435484409332,0.4953719675540924,0.9677846431732178,0.5772022008895874,0.9320326447486876,,,,,,,,
claude-3-haiku-20240307,CoT,,0.0490519516170024,0.1240546032786369,0.1621341854333877,0.563572331146664,0.016715782880783,-865.2788890855963,-851.3563333922284,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T13:53:03.993821+00:00,0.5121279954910278,0.6924414038658142,0.5121279954910278,0.6924414038658142,,,,,,,0.4838784635066986,0.2786210179328918,0.4927954077720642,0.6723405122756958,0.4725507199764251,0.6811949610710144,,,,,,,,
claude-opus-4-20250514,CoT,,0.019840195775032,0.0385860428214073,0.0699037462472915,0.9215515434372208,0.010944971607791,-183.56579225058513,-177.2317164967607,36,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-16T13:53:13.041499+00:00,0.5055516958236694,0.4825427532196045,0.5055516958236694,0.4825427532196045,,,,,,,0.5037974119186401,0.1287728250026703,0.5437019467353821,0.7153975963592529,0.4951467514038086,0.8353322148323059,,,,,,,,
gpt-4,CoT,,0.0156867261976003,0.0637250691652298,0.0884180963039398,0.8354823313166005,0.0183978103101253,-1156.3257423876416,-1142.4031866942737,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,9,9,2025-08-16T13:53:15.584177+00:00,0.5083481073379517,0.4694583117961883,0.5083481073379517,0.4694583117961883,,,,,,,0.4851265251636505,0.1624535918235778,0.5145881772041321,0.4874588847160339,0.5031993389129639,0.7513853907585144,,,,,,,,
gpt-4.1,CoT,,0.0455630347132682,0.0493282414972782,0.067549780011177,0.960276377275112,0.0225356556475162,-1285.547415520038,-1271.62485982667,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T13:53:25.693520+00:00,0.4715025722980499,0.4505838453769684,0.4715025722980499,0.4505838453769684,,,,,,,0.494641900062561,0.0668788328766822,0.4953719675540924,0.8929634690284729,0.5772022008895874,0.9564199447631836,,,,,,,,
gpt-4.1-mini,CoT,,0.0346438847482204,0.0696944221854209,0.0876049920916557,0.913054652852844,0.0190748326698606,-1155.890480618367,-1141.984626410641,239,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T13:53:40.430356+00:00,0.4715025722980499,0.4116868078708648,0.4715025722980499,0.4116868078708648,,,,,,,0.494641900062561,0.10191261023283,0.4953719675540924,0.7835444211959839,0.5772022008895874,0.8475717306137085,,,,,,,,
gpt-4o,CoT,,0.0308634545654058,0.0718225315213203,0.0878049507737159,0.9081698742329708,0.0250223502516746,-1159.665950931344,-1145.743395237976,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T14:04:10.150424+00:00,0.4715025722980499,0.4327346682548523,0.4715025722980499,0.4327346682548523,,,,,,,0.494641900062561,0.1195713579654693,0.4953719675540924,0.7581666707992554,0.5772022008895874,0.8461014628410339,,,,,,,,
o3,CoT,,0.0276726745069026,0.0726887136697769,0.0849140211939811,0.8999349174786603,0.0071384725642615,-1136.2778357263128,-1122.4908862396476,232,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T14:04:20.645050+00:00,0.4715025722980499,0.4062418341636657,0.4715025722980499,0.4062418341636657,,,,,,,0.494641900062561,0.1439258605241775,0.4953719675540924,0.760091245174408,0.5772022008895874,0.7315175533294678,,,,,,,,
o3-mini,CoT,,0.053985595703125,0.0673084035515785,0.0984188318252563,0.9202844336344412,0.0319433230906724,-1104.8910714424508,-1090.9685157490828,240,noisy_or,4,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-16T14:04:30.408867+00:00,0.4715025722980499,0.4519418776035309,0.4715025722980499,0.4519418776035309,,,,,,,0.494641900062561,0.0875530317425727,0.4953719675540924,0.9505528807640076,0.5772022008895874,0.9128633737564088,,,,,,,,
claude-3-5-haiku-20241022,numeric,,0.0364284329116344,0.1182651370763778,0.1671584397554397,0.5302107224531217,0.0262562412768602,-848.630339309837,-831.2271446931271,240,noisy_or,5,0.15,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,4,4,2025-08-16T14:04:42.990811+00:00,0.5121279954910278,0.4782007932662964,0.4847850501537323,0.6674606204032898,,,,,,,0.4838784635066986,0.1629702746868133,0.4927954077720642,0.2938340604305267,0.4725507199764251,0.7605124115943909,,,,,,,,
