agent,prompt_category,experiment,link,EA_raw,MV_raw,EA_raw_tasks,MV_raw_tasks,EA_model,MV_model,b,m1,m2,pC1,pC2,m_bar,m_gap,normative_metric,domain,loocv_r2,r2,loss,mae,rmse,loocv_rmse,params_tying,EA_raw_mean,EA_raw_median,EA_raw_lo,EA_raw_hi,MV_raw_mean,MV_raw_median,MV_raw_lo,MV_raw_hi,n_domains
gpt-4,CoT,random_abstract,noisy_or,0.3125,0.004166666666666652,VIII - VI,IV - V,0.327383428812027,0.0,0.1362417489290237,0.7154191732406616,0.7154191732406616,0.4233152568340301,0.4233152568340301,0.7154191732406616,0.0,0.5791774243116379,all,0.918953871714134,0.8279861505582315,0.0167573671787977,0.0837966129183769,0.1158309653401374,0.0799007677977521,3,0.3125,0.3125,0.30625,0.31875,0.00416666666666667,0.0,-0.03749999999999998,0.04999999999999999,3.0
gpt-4.1,CoT,random_abstract,noisy_or,0.5416666666666667,0.06666666666666665,VIII - VI,IV - V,0.43438923358917236,0.0,0.0884847939014434,0.8568950295448303,0.8568950295448303,0.407018780708313,0.407018780708313,0.8568950295448303,0.0,0.768410235643387,all,0.953524428407126,0.9363404168167656,0.0206077452749013,0.0600074306130409,0.0800256729125976,0.0707551963652108,3,0.5416666666666666,0.53125,0.525,0.5687500000000001,0.06666666666666667,0.07500000000000001,0.03749999999999998,0.08750000000000002,3.0
gpt-4.1-mini,CoT,random_abstract,noisy_or,0.5125,-0.04791666666666666,VIII - VI,IV - V,0.4224242866039276,0.0,0.0844507291913032,0.7128015160560608,0.7128015160560608,0.3476105332374573,0.3476105332374573,0.7128015160560608,0.0,0.6283507868647575,all,0.9503033449126044,0.9043744874260848,0.0172516666352748,0.0691971778869628,0.0860569179058075,0.0636776102746565,3,0.5125,0.5249999999999999,0.48125,0.53125,-0.04791666666666666,-0.0625,-0.07500000000000001,-0.006249999999999978,3.0
gpt-4o,CoT,random_abstract,noisy_or,0.49374999999999986,-0.07500000000000007,VIII - VI,IV - V,0.39259862899780273,0.0,0.1098382696509361,0.765523374080658,0.765523374080658,0.3763400018215179,0.3763400018215179,0.765523374080658,0.0,0.6556851044297218,all,0.9429919724427188,0.8714115181448423,0.0188944209367036,0.0772101432085037,0.1049685925245285,0.0704602686969374,3,0.49374999999999997,0.47500000000000003,0.43750000000000006,0.56875,-0.075,-0.11249999999999999,-0.11249999999999999,0.0,3.0
gpt-5-mini-v_low-r_low,CoT,random_abstract,noisy_or,0.5008152173913043,-0.008695652173912993,VIII - VI,IV - V,0.364958792924881,0.0,0.1318764984607696,0.8026033639907837,0.8026033639907837,0.4127791225910187,0.4127791225910187,0.8026033639907837,0.0,0.670726865530014,all,0.929136348133178,0.9054362173061932,0.0168106220662593,0.0727510899305343,0.0895040854811668,0.0792720232697067,3,0.5017857142857143,0.475,0.46875000000000006,0.5616071428571429,-0.00833333333333334,0.0,-0.025000000000000022,0.0,3.0
gpt-5-mini-v_low-r_medium,CoT,random_abstract,noisy_or,0.5874999999999999,0.0,VIII - VI,IV - V,0.4087614119052887,0.0,0.1067335158586502,0.8587483167648315,0.8587483167648315,0.4164332747459411,0.4164332747459411,0.8587483167648315,0.0,0.7520148009061813,all,0.920917230235065,0.9081312303014772,0.020455801859498,0.0774733796715736,0.0950996503233909,0.0897726580873675,3,0.5875,0.59375,0.5625,0.60625,0.0,0.0,0.0,0.0,3.0
gpt-5-mini-v_low-r_minimal,CoT,random_abstract,noisy_or,0.5291666666666666,-0.03750000000000003,VIII - VI,IV - V,0.3589392602443695,0.0,0.1291379481554031,0.7375789880752563,0.7375789880752563,0.3768964111804962,0.3768964111804962,0.7375789880752563,0.0,0.6084410399198532,all,0.9181092069517824,0.8669367314177592,0.015997864305973,0.0777985528111457,0.1002097874879837,0.0802719694706946,3,0.5291666666666667,0.525,0.525,0.5375,-0.0375,-0.04999999999999999,-0.0625,0.0,3.0
gpt-5-nano-v_low-r_low,CoT,random_abstract,noisy_or,0.20416666666666666,0.0,VIII - VI,IV - V,0.16660326719284058,0.0,0.2611978352069855,0.6781895160675049,0.4626472890377044,0.4244750440120697,0.4244750440120697,0.5704184025526047,0.21554222702980047,0.3092205673456192,all,0.9385499912104416,0.6921561227962887,0.0148963714018464,0.0911674797534942,0.1329753398895263,0.0535296800870715,4,0.2041666666666667,0.21875000000000006,0.13750000000000007,0.2562499999999999,1.850371707708594e-17,0.006250000000000033,-0.03749999999999998,0.03125,3.0
gpt-5-nano-v_low-r_medium,CoT,random_abstract,noisy_or,0.43500000000000005,,VIII - VI,IV - V,0.43492376804351807,0.0,0.0315116085112094,0.4355929791927337,0.9987251162528992,0.4999399185180664,0.4999399185180664,0.7171590477228165,0.5631321370601654,0.6856474392116071,all,0.9836563927553614,0.9453410802609572,0.0140715911984443,0.0250336453318595,0.0431567206978797,0.0229449002692955,4,0.43500000000000005,0.43500000000000005,,,,,,,1.0
gpt-5-nano-v_low-r_minimal,CoT,random_abstract,noisy_or,0.11750000000000005,0.039583333333333304,VIII - VI,IV - V,0.1488695740699768,0.0,0.2769340872764587,0.5963033437728882,0.4684872329235077,0.4398873150348663,0.4398873150348663,0.5323952883481979,0.1278161108493805,0.25546120107173925,all,0.9641915372312438,0.6810353895219736,0.0114002060145139,0.093839056789875,0.1228754818439483,0.0367931447815683,4,0.11749999999999998,0.11375000000000002,0.03499999999999992,0.20375,0.03958333333333334,0.04625000000000001,0.026249999999999996,0.04625000000000001,3.0
gpt-5-v_low-r_low,CoT,random_abstract,noisy_or,0.5166666666666666,-0.008333333333333304,VIII - VI,IV - V,0.4029574394226074,0.0,0.1078513264656066,0.8943972587585449,0.8943972587585449,0.4462290406227112,0.4462290406227112,0.8943972587585449,0.0,0.7865459322929383,all,0.9678010879214328,0.9383434887093068,0.0204945020377635,0.0660983026027679,0.0811013355851173,0.059555742469979,3,0.5166666666666667,0.49374999999999997,0.48750000000000004,0.5687500000000001,-0.00833333333333334,-0.012500000000000011,-0.012500000000000011,0.0,3.0
gpt-5-v_low-r_minimal,CoT,random_abstract,noisy_or,0.36875,0.006250000000000033,VIII - VI,IV - V,0.2898421585559845,0.0,0.1924586445093155,0.7764862179756165,0.7764862179756165,0.4428732395172119,0.4428732395172119,0.7764862179756165,0.0,0.584027573466301,all,0.9505742163982484,0.9110683016251404,0.0117873158305883,0.0646048411726951,0.0804018303751945,0.0620841899669666,3,0.36874999999999997,0.36874999999999997,0.3625,0.37500000000000006,0.006249999999999996,0.0,0.0,0.01874999999999999,3.0
o1,CoT,random_abstract,noisy_or,0.47291666666666676,-0.02916666666666662,VIII - VI,IV - V,0.3817138671875,0.0,0.1198185086250305,0.8460524082183838,0.8460524082183838,0.4348254799842834,0.4348254799842834,0.8460524082183838,0.0,0.7262338995933533,all,0.952418128827886,0.9389344809237756,0.0174141861498355,0.0603969022631645,0.0753188952803611,0.0680336764752594,3,0.47291666666666665,0.46874999999999994,0.45625,0.4937500000000001,-0.029166666666666674,-0.025000000000000022,-0.03749999999999998,-0.025000000000000022,3.0
o1-mini,CoT,random_abstract,noisy_or,0.5333333333333332,-0.006250000000000033,VIII - VI,IV - V,0.39610499143600464,0.0,0.1069511175155639,0.7770442962646484,0.7770442962646484,0.3861994743347168,0.3861994743347168,0.7770442962646484,0.0,0.6700931787490846,all,0.941449777943106,0.8831103872832142,0.018021285533905,0.078623741865158,0.0994289368391037,0.0705758037353506,3,0.5333333333333333,0.5687500000000001,0.45625000000000004,0.5750000000000001,-0.006250000000000015,-0.006249999999999978,-0.025000000000000022,0.012499999999999956,3.0
o3,CoT,random_abstract,noisy_or,0.39144927536231877,-0.006249999999999978,VIII - VI,IV - V,0.31958305835723877,0.0,0.1438789814710617,0.7578206062316895,0.7578206062316895,0.4591509997844696,0.4591509997844696,0.7578206062316895,0.0,0.6139416247606277,all,0.9573020457885296,0.9412640339412542,0.0112765803933143,0.0527596697211265,0.064977116882801,0.0568155714729241,3,0.3935714285714286,0.38125,0.36625,0.4332142857142858,-0.006249999999999996,-0.006250000000000033,-0.024999999999999967,0.012500000000000011,3.0
o3-mini,CoT,random_abstract,noisy_or,0.5833333333333333,0.06041666666666662,VIII - VI,IV - V,0.5075037181377411,0.0,0.0591422244906425,0.8204243183135986,0.8204243183135986,0.3323454856872558,0.3323454856872558,0.8204243183135986,0.0,0.7612820938229561,all,0.9338989262458276,0.8865461244762024,0.0280593242496252,0.0880210697650909,0.1112910583615303,0.0854902319029366,3,0.5833333333333334,0.59375,0.54375,0.6125,0.06041666666666665,0.10624999999999996,-0.03749999999999998,0.11249999999999999,3.0
