agent,prompt_category,experiment,link,EA_raw,MV_raw,EA_raw_tasks,MV_raw_tasks,EA_model,MV_model,b,m1,m2,pC1,pC2,m_bar,m_gap,normative_metric,domain,loocv_r2,r2,loss,mae,rmse,loocv_rmse,params_tying,EA_raw_mean,EA_raw_median,EA_raw_lo,EA_raw_hi,MV_raw_mean,MV_raw_median,MV_raw_lo,MV_raw_hi,n_domains,meets_ea,meets_mv,meets_loocv_r2,normative_reasoner,ea_diff_threshold,mv_diff_threshold,loocv_r2_threshold,tag
gemini-2.5-pro,CoT,abstract_overloaded_lorem_de,noisy_or,0.53125,0.0,VIII - VI,IV - V,0.4729233682155609,0.0,0.0365857444703578,0.9864462614059448,0.9864462614059448,0.4861292243003845,0.4861292243003845,0.9864462614059448,0.0,0.949860516935587,all,0.9909793833058754,0.985333108425318,0.0292617864906787,0.0257781781256198,0.0456464514136314,0.0364075931411681,3,0.53125,0.525,0.525,0.54375,0.0,0.0,0.0,0.0,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-mini-v_low-r_minimal,CoT,abstract_overloaded_lorem_de,noisy_or,0.5306159420289855,-0.0395833333333333,VIII - VI,IV - V,0.3691105842590332,0.0,0.1279081404209137,0.7388990521430969,0.7388990521430969,0.3484898507595062,0.3484898507595062,0.7388990521430969,0.0,0.6109909117221832,all,0.9247025804552907,0.8216661243818443,0.0188237391412258,0.0860756859183311,0.1192146092653274,0.077241221100219,3,0.531547619047619,0.5508928571428572,0.4875,0.5562499999999999,-0.0395833333333333,-0.0249999999999999,-0.075,-0.0187499999999999,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-nano-v_low-r_minimal,CoT,abstract_overloaded_lorem_de,noisy_or,0.1062499999999999,0.1108333333333333,VIII - VI,IV - V,0.126219630241394,0.0,0.2802417576313019,0.4640673696994781,0.4640673696994781,0.4722987711429596,0.4722987711429596,0.4640673696994781,0.0,0.1838256120681762,all,0.8464738086669993,0.4992329160978833,0.012951985001564,0.1159198135137558,0.1468421220779419,0.0638239455843725,3,0.1062499999999999,0.0499999999999999,0.0399999999999999,0.2287499999999999,0.1108333333333333,0.10375,0.0899999999999999,0.1387499999999999,3.0,True,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-v_low-r_minimal,CoT,abstract_overloaded_lorem_de,noisy_or,0.4125000000000001,-0.0020833333333333,VIII - VI,IV - V,0.3310196101665497,0.0,0.166937381029129,0.8195326328277588,0.8195326328277588,0.4267793595790863,0.4267793595790863,0.8195326328277588,0.0,0.6525952517986298,all,0.9510734893261676,0.9176303893802842,0.015032896772027,0.0643845424056053,0.082790307700634,0.0658411756746215,3,0.4124999999999999,0.4125,0.3875,0.4375,-0.0020833333333333,0.0,-0.0062499999999999,0.0,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
claude-3-5-haiku-20241022,numeric,abstract_overloaded_lorem_de,noisy_or,-0.1864583333333334,0.1604166666666667,VIII - VI,IV - V,0.0600048303604126,0.0,0.373238742351532,0.4241735935211181,0.4241735935211181,0.6770604252815247,0.6770604252815247,0.4241735935211181,0.0,0.0509348511695861,all,0.2574833138841396,0.1149640317724342,0.063434325158596,0.2729977965354919,0.3157017827033996,0.164287003322108,3,-0.1864583333333334,-0.20625,-0.284375,-0.06875,0.1604166666666666,0.140625,0.03125,0.3093749999999999,3.0,False,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-3-7-sonnet-20250219,numeric,abstract_overloaded_lorem_de,noisy_or,0.4520833333333334,0.0,VIII - VI,IV - V,0.3626201152801513,0.0,0.0882918685674667,0.9919248223304749,0.6884484887123108,0.4601014852523803,0.4601014852523803,0.8401866555213928,0.303476333618164,0.7518947869539261,all,0.861756338655698,0.892577885990049,0.0309787169098854,0.0727952197194099,0.1154330000281333,0.130411190190267,4,0.4520833333333334,0.440625,0.4312500000000001,0.484375,0.0,0.0,0.0,0.0,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-3-haiku-20240307,numeric,abstract_overloaded_lorem_de,noisy_or,-0.1822916666666666,0.2083333333333333,VIII - VI,IV - V,0.0402913093566894,0.0,0.4629750549793243,0.4037400484085083,0.4037400484085083,0.6840043663978577,0.6840043663978577,0.4037400484085083,0.0,-0.0592350065708159,all,0.3113593067275804,0.1100558185605068,0.0513483770191669,0.2283691763877868,0.2737100422382355,0.1275796481246501,3,-0.1822916666666666,-0.125,-0.3125,-0.109375,0.2083333333333333,0.1875,0.171875,0.265625,3.0,False,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-3-opus,numeric,abstract_overloaded_lorem_de,noisy_or,0.0895833333333332,0.0,VIII - VI,IV - V,0.1326777935028076,0.0,0.3478355407714844,0.5988994836807251,0.5988994836807251,0.4927535057067871,0.4927535057067871,0.5988994836807251,0.0,0.2510639429092407,all,0.8982953796531681,0.4682890690642937,0.0208089388906955,0.1480476409196853,0.1983131915330886,0.0684532395798814,3,0.0895833333333333,0.128125,0.009375,0.1312499999999999,0.0,0.0,0.0,0.0,3.0,False,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-opus-4-1-20250805,numeric,abstract_overloaded_lorem_de,noisy_or,0.3019607843137254,0.0,VIII - VI,IV - V,0.2843689322471618,0.0,0.1698144972324371,0.9857435822486876,0.61158287525177,0.4408481121063232,0.4408481121063232,0.7986632287502289,0.3741607069969176,0.6288487315177917,all,0.8228572732320114,0.8696202036926367,0.0270058903843164,0.0841637924313545,0.1161632686853408,0.1384193319330234,4,0.3197916666666666,0.3197916666666666,,,0.0,0.0,0.0,0.0,2.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-opus-4-20250514,numeric,abstract_overloaded_lorem_de,noisy_or,0.25,0.0,VIII - VI,IV - V,0.3234000205993652,0.0,0.1621316075325012,0.9865851402282716,0.7339692115783691,0.4444128572940826,0.4444128572940826,0.8602771759033203,0.2526159286499024,0.6981455683708191,all,0.856693935486998,0.8287380635573136,0.0314201228320598,0.0815221220254898,0.1432909518480301,0.1287109745823587,4,0.1953125,0.1953125,0.125,0.265625,0.0,0.0,0.0,0.0,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-sonnet-4-20250514,numeric,abstract_overloaded_lorem_de,noisy_or,0.246875,0.0,VIII - VI,IV - V,0.3114996552467346,0.0,0.1774144470691681,0.7562060952186584,0.7562060952186584,0.384662389755249,0.384662389755249,0.7562060952186584,0.0,0.5787916481494904,all,0.7488711704884194,0.7092065890592243,0.0271293707191944,0.1305598467588424,0.1693038940429687,0.1523748163467047,3,0.246875,0.2375,0.21875,0.284375,0.0,0.0,0.0,0.0,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gemini-1.5-pro,numeric,abstract_overloaded_lorem_de,noisy_or,0.309375,-0.0208333333333333,VIII - VI,IV - V,0.2849611639976501,0.0,0.1943506002426147,0.787874698638916,0.787874698638916,0.4651883840560913,0.4651883840560913,0.787874698638916,0.0,0.5935240983963013,all,0.8535272743009692,0.5947410077124824,0.0337177440524101,0.1489362567663192,0.2213650643825531,0.1119675660680263,3,0.3093749999999999,0.3093749999999999,0.25625,0.3625,-0.0208333333333333,-0.015625,-0.046875,0.0,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gemini-2.5-flash,numeric,abstract_overloaded_lorem_de,noisy_or,0.5096130221130222,0.0,VIII - VI,IV - V,0.4841380417346954,0.0,0.0166246574372053,0.9867414832115172,0.9867414832115172,0.4957819581031799,0.4957819581031799,0.9867414832115172,0.0,0.970116825774312,all,0.9976015612060808,0.9947379541452486,0.0309202652424573,0.0163487680256366,0.02788014896214,0.0190233509595797,3,0.5127447089947089,0.5038095238095237,0.4955357142857142,0.5388888888888889,0.0,0.0,0.0,0.0,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gemini-2.5-flash-lite,numeric,abstract_overloaded_lorem_de,noisy_or,-0.2083333333333332,0.03125,VIII - VI,IV - V,0.1710667312145233,0.0,0.2983381450176239,0.6241680383682251,0.6241680383682251,0.4244760572910309,0.4244760572910309,0.6241680383682251,0.0,0.3258298933506012,all,0.5202614936416723,0.3444300705540218,0.0495847128331661,0.2356841713190078,0.302199512720108,0.1931581464404253,3,-0.2083333333333333,-0.1875,-0.265625,-0.171875,0.03125,0.03125,-0.03125,0.09375,3.0,False,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gemini-2.5-pro,numeric,abstract_overloaded_lorem_de,noisy_or,0.5181959219858157,0.0,VIII - VI,IV - V,0.4980187714099884,0.0,0.0141737041994929,0.9996393918991088,0.9999159574508668,0.4872596859931946,0.4872596859931946,0.9997776746749878,0.000276565551758,0.9856039704754948,all,0.9969182673538418,0.983884187663293,0.033078234642744,0.0147909624502062,0.0493136942386627,0.0219435190600476,4,0.5177083333333333,0.5062500000000001,0.4906249999999999,0.55625,0.0,0.0,0.0,0.0,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-5-mini-v_low-r_minimal,numeric,abstract_overloaded_lorem_de,noisy_or,0.0877083333333333,0.08125,VIII - VI,IV - V,0.1351455152034759,0.0,0.3497876226902008,0.5900747776031494,0.5900747776031494,0.4162809550762176,0.4162809550762176,0.5900747776031494,0.0,0.2402871549129486,all,0.7826251818256851,0.4860257869738618,0.022225672379136,0.1454645991325378,0.2000457048416137,0.1075781786074651,3,0.0877083333333333,0.106875,-0.0481249999999999,0.204375,0.08125,0.075,0.0562499999999999,0.1125,3.0,False,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-5-nano-v_low-r_minimal,numeric,abstract_overloaded_lorem_de,noisy_or,-0.0335416666666666,0.0964583333333332,VIII - VI,IV - V,6.556510925292969e-07,0.0,0.434749037027359,0.2676272392272949,4.597898623615038e-06,0.4514128565788269,0.4514128565788269,0.1338159185629592,0.2676226413286713,-0.3009331184643997,all,0.3529838222791406,0.0386964845978994,0.060857243835926,0.2887425720691681,0.3248504400253296,0.0670772406889862,4,-0.0335416666666667,-0.025,-0.10125,0.0256249999999998,0.0964583333333333,0.103125,0.0824999999999999,0.10375,3.0,False,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
gpt-5-v_low-r_minimal,numeric,abstract_overloaded_lorem_de,noisy_or,0.3291666666666666,0.0041666666666666,VIII - VI,IV - V,0.3658300340175628,0.0,0.1653335243463516,0.9454925060272216,0.9979372024536132,0.470786839723587,0.470786839723587,0.9717148542404174,0.0524446964263916,0.8063813298940657,all,0.979187771048211,0.8747294355998496,0.0275265183299779,0.079406127333641,0.1272747218608856,0.050540553463403,4,0.3291666666666666,0.325,0.259375,0.403125,0.0041666666666666,0.0,0.0,0.0125,3.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pcnum_p3-4_lr0.1_hm-pooled
claude-3-5-haiku-20241022,CoT,rw17_overloaded_e,noisy_or,0.0656250000000001,0.1958333333333333,VIII - VI,IV - V,0.0894744396209716,0.0,0.3805457353591919,0.5876645445823669,0.5876645445823669,0.6707310676574707,0.6707310676574707,0.5876645445823669,0.0,0.207118809223175,all,0.6989609899957213,0.556431486505955,0.0175252966582775,0.1057262122631073,0.1331454813480377,0.0982611418257359,3,0.0656249999999999,0.0625,0.0354166666666666,0.0999999999999999,0.1958333333333333,0.19375,0.165625,0.2239583333333332,6.0,False,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
claude-3-7-sonnet-20250219,CoT,rw17_overloaded_e,noisy_or,0.3927083333333333,0.0010416666666666,VIII - VI,IV - V,0.343157947063446,0.0,0.122811309993267,0.7821293473243713,0.7821293473243713,0.4666127860546112,0.4666127860546112,0.7821293473243713,0.0,0.6593180373311043,all,0.9646942765647734,0.9483332291894616,0.0125276530161499,0.0505407713353633,0.0629874393343925,0.0543212275584867,3,0.3927083333333334,0.3875,0.375,0.4104166666666667,0.0010416666666666,0.0,0.0,0.0031249999999999,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
claude-3-haiku-20240307,CoT,rw17_overloaded_e,noisy_or,-0.0250000000000001,0.3385416666666667,VIII - VI,IV - V,0.1327898502349853,0.0,0.3257663249969482,0.6659635305404663,0.6659635305404663,0.6260631680488586,0.6260631680488586,0.6659635305404663,0.0,0.3401972055435181,all,0.6968905085128938,0.556650551486905,0.0198660194873809,0.1295345723628997,0.1702266186475753,0.1213284103958412,3,-0.0249999999999999,-0.01875,-0.0718749999999999,0.01875,0.3385416666666667,0.371875,0.2270572916666667,0.4177083333333333,6.0,False,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
claude-3-opus,CoT,rw17_overloaded_e,noisy_or,0.2791666666666666,0.0479166666666667,VIII - VI,IV - V,0.2281089425086975,0.0,0.223301962018013,0.617042064666748,0.7457003593444824,0.4817837178707123,0.4817837178707123,0.6813712120056152,0.1286582946777343,0.4580692499876022,all,0.9729561183930776,0.8035536582424042,0.0090606929734349,0.0758998245000839,0.1051383018493652,0.0376904322238991,4,0.2791666666666667,0.278125,0.1916666666666667,0.3614583333333334,0.0479166666666666,0.04375,0.0229166666666666,0.0729166666666666,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
claude-sonnet-4-20250514,CoT,rw17_overloaded_e,noisy_or,0.34375,0.0479166666666666,VIII - VI,IV - V,0.2580560445785522,0.0,0.1887777149677276,0.6905602812767029,0.6905602812767029,0.4655270874500274,0.4655270874500274,0.6905602812767029,0.0,0.5017825663089752,all,0.9623814795269948,0.919067324757276,0.0076694479212164,0.0489886440336704,0.0674302205443382,0.0472540853031676,3,0.34375,0.325,0.2875,0.4083854166666664,0.0479166666666666,0.0593749999999999,0.0197916666666666,0.0739843749999998,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gemini-1.5-pro,CoT,rw17_overloaded_e,noisy_or,0.2833333333333334,0.0604166666666666,VIII - VI,IV - V,0.2631988525390625,0.0,0.1998031586408615,0.6646756529808044,0.7879474759101868,0.4684208631515503,0.4684208631515503,0.7263115644454956,0.1232718229293823,0.5265084058046341,all,0.9751659670831948,0.859504258329066,0.0100560719147324,0.0672242566943168,0.095833346247673,0.0406175544140881,4,0.2833333333333333,0.284375,0.2552083333333333,0.3094010416666665,0.0604166666666666,0.0656249999999999,0.0322916666666666,0.0854166666666666,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gemini-2.5-flash,CoT,rw17_overloaded_e,noisy_or,0.544747340425532,-0.0031249999999999,VIII - VI,IV - V,0.4459667801856994,0.0,0.0518873669207096,0.8713533878326416,0.8713533878326416,0.460891455411911,0.460891455411911,0.8713533878326416,0.0,0.819466020911932,all,0.9685799869895791,0.941498297137884,0.0219250973314046,0.0571966245770454,0.0797484666109085,0.0588834698676503,3,0.544047619047619,0.5321428571428571,0.506547619047619,0.5875,-0.0031249999999999,0.0,-0.0093749999999999,0.0,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gemini-2.5-flash-lite,CoT,rw17_overloaded_e,noisy_or,0.1906382978723403,-0.0141120507399576,VIII - VI,IV - V,0.2603012323379516,0.0,0.2123676240444183,0.7493122220039368,0.7493122220039368,0.4616943597793579,0.4616943597793579,0.7493122220039368,0.0,0.5369445979595184,all,0.951912609512469,0.8787041001365818,0.0119603481143713,0.0714643523097038,0.0943160578608512,0.0598078105739519,3,0.1944642857142857,0.2098214285714286,0.1493749999999999,0.2249404761904762,-0.0116071428571428,0.0,-0.0395833333333333,0.0142857142857142,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gemini-2.5-pro,CoT,rw17_overloaded_e,noisy_or,0.54375,-0.0187499999999999,VIII - VI,IV - V,0.4756518006324768,0.0,0.0407235473394393,0.92011821269989,0.92011821269989,0.4560729563236236,0.4560729563236236,0.92011821269989,0.0,0.8793946653604507,all,0.9795204536373234,0.9534772517493686,0.0254823882132768,0.056671604514122,0.0752804577350616,0.0507305302845177,3,0.5437500000000001,0.55625,0.521875,0.5625,-0.01875,-0.01875,-0.0333333333333333,-0.00625,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-3.5-turbo,CoT,rw17_overloaded_e,noisy_or,-0.090625,0.4010416666666666,VIII - VI,IV - V,0.1603767275810241,0.0,0.2462447732686996,0.6438131332397461,0.6438131332397461,0.6201120018959045,0.6201120018959045,0.6438131332397461,0.0,0.3975683599710465,all,0.5174920028701375,0.3343152694569919,0.0455165468156337,0.2280633300542831,0.2784470021724701,0.1778724504096853,3,-0.090625,-0.071875,-0.2072916666666667,0.0145833333333333,0.4010416666666667,0.3625,0.3249739583333333,0.5041666666666665,6.0,False,False,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-4,CoT,rw17_overloaded_e,noisy_or,0.2199275362318841,-0.0499999999999999,VIII - VI,IV - V,0.1607489585876464,0.0,0.285932332277298,0.5858665108680725,0.5858665108680725,0.4720292389392853,0.4720292389392853,0.5858665108680725,0.0,0.2999341785907745,all,0.912992602263284,0.7354668140411377,0.0079580722376704,0.0764527916908264,0.108429841697216,0.0611111572313387,3,0.2214285714285714,0.21875,0.1812499999999999,0.2642857142857143,-0.0569444444444444,-0.0374999999999999,-0.1333333333333333,0.0,3.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-4.1,CoT,rw17_overloaded_e,noisy_or,0.4710106382978723,0.0812499999999999,VIII - VI,IV - V,0.3919423520565033,0.0,0.1114271804690361,0.8060173392295837,0.8060173392295837,0.405107319355011,0.405107319355011,0.8060173392295837,0.0,0.6945901587605476,all,0.9627764660924802,0.9221594970636446,0.0172717701643705,0.0632982477545738,0.082587145268917,0.0588584592642378,3,0.4711309523809524,0.4352678571428571,0.415922619047619,0.5281250000000001,0.08125,0.09375,0.028125,0.1270833333333333,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-4.1-mini,CoT,rw17_overloaded_e,noisy_or,0.4541666666666667,-0.0739583333333333,VIII - VI,IV - V,0.3397448062896728,0.0,0.1349391639232635,0.698900043964386,0.698900043964386,0.3722856044769287,0.3722856044769287,0.698900043964386,0.0,0.5639608800411224,all,0.9530039182007836,0.8838517782821215,0.0134297963231801,0.0732914879918098,0.0885614529252052,0.0571229905544573,3,0.4541666666666666,0.4375,0.409375,0.503125,-0.0739583333333333,-0.05,-0.125,-0.0312499999999999,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-4o,CoT,rw17_overloaded_e,noisy_or,0.3854166666666668,-0.0625,VIII - VI,IV - V,0.301225483417511,0.0,0.1598925292491912,0.6821281909942627,0.6821281909942627,0.3919465243816376,0.3919465243816376,0.6821281909942627,0.0,0.5222356617450715,all,0.956212128555474,0.8520456282724812,0.0128780426457524,0.0814496129751205,0.0978510603308677,0.0538558201585839,3,0.3854166666666667,0.359375,0.3322916666666666,0.4468749999999999,-0.0625,-0.0562499999999999,-0.10625,-0.0312499999999999,6.0,True,True,True,True,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
gpt-5-mini-v_low-r_low,CoT,rw17_overloaded_e,noisy_or,0.4661764705882353,-0.0352941176470588,VIII - VI,IV - V,0.2815946340560913,0.0,0.1936520636081695,0.7152550220489502,0.7152550220489502,0.3865167796611786,0.3865167796611786,0.7152550220489502,0.0,0.5216029584407806,all,0.8776857696180371,0.8547462347286392,0.012665401212871,0.0815770775079727,0.0968295559287071,0.0905330273597686,3,0.4675000000000001,0.475,0.4475,0.485,-0.03,-0.025,-0.055,-0.005,5.0,True,True,False,False,0.0995,0.1,0.937,v1_noisy_or_pccot_p3-4_lr0.1_hm-pooled
