agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,rmse_task,r2_task,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2
gpt-4.1-mini,numeric,,0.0267752408981323,huber,0.1381064057350158,0.1799529045820236,0.6615919683611164,0.0568718744734046,0.9584053184825168,0.0364427112042903,-1640.4576895104915,-1627.9363311987856,0.0853091810920789,0.078316709037983,0.906408960859148,0.0338252784772132,0.0510738751201918,-0.004859696464105,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,3,3,2025-08-31T13:40:18.817062+00:00,0.5055516958236694,0.4351743161678314,0.5055516958236694,0.4351743161678314,,,,,,,0.5037974119186401,0.084629513323307,0.5437019467353821,0.675999641418457,0.5437019467353821,0.675999641418457
gpt-4o,numeric,,0.0376699902117252,huber,0.1363173425197601,0.1790036410093307,0.7675514233203917,0.0438100541398025,0.983847361893982,0.0277275711297988,-1645.5352090599654,-1633.0138507482595,0.0679714692676226,0.0570905751802704,0.961117944741956,0.0368888446550614,0.0341627610000697,0.0143601725950385,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,3,3,2025-08-31T13:41:05.652108+00:00,0.5055516958236694,0.4042309522628784,0.5055516958236694,0.4042309522628784,,,,,,,0.5037974119186401,0.03583525121212,0.5437019467353821,0.8415712714195251,0.5437019467353821,0.8415712714195251
claude-3-5-haiku-20241022,CoT,,0.0187501404434442,huber,0.1080570742487907,0.132994532585144,0.5744366866492912,0.0690819496767787,0.8605675006544174,0.0232382208108902,-1930.7493825460524,-1918.2280242343463,0.0925541611866174,0.0710035533616037,0.7497196790603986,0.0593697579832043,0.0137996178684812,-0.0019847692865313,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,4,4,2025-08-31T13:47:31.782063+00:00,0.5121279954910278,0.6765673756599426,0.5121279954910278,0.6765673756599426,,,,,,,0.4838784635066986,0.3367895483970642,0.4927954077720642,0.5948352217674255,0.4927954077720642,0.5948352217674255
claude-3-7-sonnet-20250219,CoT,,0.0123030897229909,huber,0.0497813336551189,0.0628234595060348,0.948061764528336,0.0436213735424714,0.9771556510156028,0.0263152558022102,-2645.1947860306072,-2632.679684238374,0.0574049086430459,0.0356964094457435,0.9604380087377236,0.0449565333294091,0.0135385640931083,-0.0030759700608207,11,479,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,3,3,2025-08-31T13:48:08.755688+00:00,0.5055516958236694,0.4678815007209778,0.5055516958236694,0.4678815007209778,,,,,,,0.5037974119186401,0.123309887945652,0.5437019467353821,0.7792520523071289,0.5437019467353821,0.7792520523071289
claude-3-haiku-20240307,CoT,,0.0206636544317007,huber,0.127518355846405,0.1658049374818802,0.6023804964308301,0.1018852592050701,0.813444189932472,0.0203260451555252,-1719.065558544844,-1706.544200233138,0.1338790699959504,0.1080339787945602,0.6778846476655045,0.0790712641153351,0.0401591924465063,0.0054086297208612,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,4,4,2025-08-31T13:48:51.321388+00:00,0.5121279954910278,0.6380394101142883,0.5121279954910278,0.6380394101142883,,,,,,,0.4838784635066986,0.2904935479164123,0.4927954077720642,0.6989002823829651,0.4927954077720642,0.6989002823829651
claude-3-opus,CoT,,0.0083769559860229,huber,0.0758683010935783,0.1037483587861061,0.7849502741333401,0.0334431538233193,0.9767761931100042,0.0260806947946548,-2169.1554741253326,-2156.634115813627,0.0450945918208873,0.037743127707279,0.957775174998439,0.0246774901958132,0.0094754883737274,-0.0070351878801981,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,3,3,2025-08-31T13:49:29.288424+00:00,0.5055516958236694,0.4763159453868866,0.5055516958236694,0.4763159453868866,,,,,,,0.5037974119186401,0.250957041978836,0.5437019467353821,0.6285102963447571,0.5437019467353821,0.6285102963447571
claude-sonnet-4-20250514,CoT,,0.0069507956504821,huber,0.0429208278656005,0.0571201667189598,0.9411051111798902,0.0278621969184718,0.9870281422798756,0.0234117567539215,-2742.0941415306984,-2729.5727832189928,0.0419554126272816,0.0339625881476835,0.9705864508197728,0.0246332956592554,0.0156961958516727,-0.0103105610970294,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,3,3,2025-08-31T13:50:05.623093+00:00,0.5055516958236694,0.4744057357311249,0.5055516958236694,0.4744057357311249,,,,,,,0.5037974119186401,0.1946738213300705,0.5437019467353821,0.6989817023277283,0.5437019467353821,0.6989817023277283
gemini-1.5-pro,CoT,,0.0095308031886816,huber,0.0647486224770546,0.0967571660876274,0.8516713958245324,0.0333502783751598,0.982595272389052,0.0226272575557231,-2236.1288782294546,-2223.607519917749,0.0470271448547843,0.0381530204505631,0.9653928791350416,0.0274936244189771,0.0293447883743228,-0.0080612506830331,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,3,3,2025-08-31T13:50:42.991983+00:00,0.5055516958236694,0.4751802086830139,0.5055516958236694,0.4751802086830139,,,,,,,0.5037974119186401,0.2232829183340072,0.5437019467353821,0.710134744644165,0.5437019467353821,0.710134744644165
gemini-2.5-flash-lite,CoT,,0.0128450337797403,huber,0.0725407525897026,0.0956231355667114,0.8791412767195426,0.0325290340414127,0.985872653122391,0.0255420693913392,-2115.995749314477,-2103.6547027749803,0.0581947447826514,0.0430829277438903,0.9547846603034268,0.0391214730976821,0.0403840583276823,0.0212623006283847,11,452,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,3,3,2025-08-31T13:51:20.460559+00:00,0.5055516958236694,0.4612045586109161,0.5055516958236694,0.4612045586109161,,,,,,,0.5037974119186401,0.1853828281164169,0.5437019467353821,0.738935112953186,0.5437019467353821,0.738935112953186
gpt-4.1,CoT,,0.0175506882369518,huber,0.0654135420918464,0.0853113457560539,0.916970306827784,0.0465590708877662,0.9766020848476092,0.0337794121354818,-2356.9898820685603,-2344.4685237568547,0.0651092960060111,0.0478906116521719,0.954243310903603,0.0441101999766406,0.0299689789432467,-0.0038650296131769,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,1,1,2025-08-31T13:51:55.891777+00:00,0.4715025722980499,0.3967151343822479,0.4715025722980499,0.3967151343822479,,,,,,,0.494641900062561,0.1089379116892814,0.4953719675540924,0.8053101301193237,0.4953719675540924,0.8053101301193237
gpt-4.1-mini,CoT,,0.0132994139567017,huber,0.0701294392347335,0.0871617794036865,0.8843089607944281,0.045256765567429,0.970922409056994,0.0317222683202652,-1018.795516268668,-1008.7541936765156,0.0650416448208096,0.0500910626462668,0.939941510944408,0.0414885647373359,0.0437087779695337,-0.013966221641903,11,210,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=soc;soc_ovl_d=econ;weath_ovl_d=econ,1,1,2025-08-31T13:52:39.440104+00:00,0.4715025722980499,0.3805011808872223,0.4715025722980499,0.3805011808872223,,,,,,,0.494641900062561,0.1204192861914634,0.4953719675540924,0.6921442747116089,0.4953719675540924,0.6921442747116089
gpt-4o,CoT,,0.0129736997187137,huber,0.0765403062105178,0.0912159457802772,0.8751946912492278,0.0430806223436772,0.973279780928113,0.0267820797860622,-2292.7445484662207,-2280.223190154515,0.0595555416049005,0.0501817666219942,0.9489353475743724,0.032072618143032,0.0336517779213009,-0.0011590702064109,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,1,1,2025-08-31T13:52:57.695161+00:00,0.4715025722980499,0.3924725949764251,0.4715025722980499,0.3924725949764251,,,,,,,0.494641900062561,0.1492269784212112,0.4953719675540924,0.6988997459411621,0.4953719675540924,0.6988997459411621
claude-3-5-haiku-20241022,numeric-conf,,0.0242407359182834,huber,0.0925585106015205,0.1177064701914787,0.4303762167704429,0.0815518286811363,0.7046010021643798,0.0299362644553184,-2047.978826944909,-2035.4574686332032,0.1209963790145267,0.09165443759976,0.3497409427464192,0.078991061537991,0.0113154559424428,0.0052759759353868,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,4,4,2025-08-31T13:56:59.484716+00:00,0.5121279954910278,0.7155967950820923,0.5121279954910278,0.7155967950820923,,,,,,,0.4838784635066986,0.4323742091655731,0.4927954077720642,0.4598898589611053,0.4927954077720642,0.4598898589611053
claude-3-7-sonnet-20250219,numeric-conf,,0.0230841021984815,huber,0.1337980777025222,0.1698779910802841,0.6916680556665293,0.0723064438159652,0.9346936813726794,0.0402550242841243,-1695.7678293203558,-1683.24647100865,0.1005719828175136,0.0780877069993452,0.8736558281027272,0.0633800737095711,0.0402945560036283,-0.0241844961137482,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,3,3,2025-08-31T13:57:35.922585+00:00,0.5055516958236694,0.4778320789337158,0.5055516958236694,0.4778320789337158,,,,,,,0.5037974119186401,0.1120193302631378,0.5437019467353821,0.7334730625152588,0.5437019467353821,0.7334730625152588
claude-3-haiku-20240307,numeric-conf,,0.0213564112782478,huber,0.1005716472864151,0.1347145289182663,0.3906212045956644,0.0877485399232894,0.6513776316133012,0.0299759030342102,-1918.4134803204183,-1905.8921220087127,0.1074643594161719,0.0884499329509157,0.4771172393141989,0.0610343993638563,0.0082706353881142,-0.002301359537876,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,4,4,2025-08-31T13:58:17.575607+00:00,0.5121279954910278,0.6880161762237549,0.5121279954910278,0.6880161762237549,,,,,,,0.4838784635066986,0.5061207413673401,0.4927954077720642,0.4696196913719177,0.4927954077720642,0.4696196913719177
claude-3-opus,numeric-conf,,0.0120897954329848,huber,0.1160448417067527,0.146276906132698,0.6218091752475227,0.0528544881610863,0.9372226082810484,0.0438096165657043,-1839.3636442367635,-1826.8422859250577,0.0826264674166957,0.0673683126767476,0.8465814266516545,0.0478397696989674,0.0466261300173672,-0.0084849335930564,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,3,3,2025-08-31T13:58:55.775482+00:00,0.5055516958236694,0.5243927240371704,0.5055516958236694,0.5243927240371704,,,,,,,0.5037974119186401,0.3376112282276153,0.5437019467353821,0.630193829536438,0.5437019467353821,0.630193829536438
claude-opus-4-1-20250805,numeric-conf,,0.0077068246901035,huber,0.0568648800253868,0.0930264666676521,0.8092116343736901,0.0364809452171924,0.9704146509638576,0.0251246835006044,-1779.90316911197,-1768.1144016818002,0.0476190557895652,0.039862643511038,0.9495912367732636,0.0260488795651872,0.0069321466769264,-0.0001870795094162,11,376,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=econ,1,1,2025-08-31T13:59:31.623572+00:00,0.4715025722980499,0.4639629423618316,0.4715025722980499,0.4639629423618316,,,,,,,0.494641900062561,0.2358433902263641,0.4953719675540924,0.6104880571365356,0.4953719675540924,0.6104880571365356
claude-opus-4-20250514,numeric-conf,,0.0081356028094887,huber,0.0630729869008064,0.1020901501178741,0.7851880307272682,0.0379977842125203,0.9686846459590164,0.0161744728684425,-2184.62307491056,-2172.101716598854,0.0485433180188378,0.0367126135212002,0.9488907374260328,0.0317590574910687,0.0120178577574816,0.0007374150283408,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,3,3,2025-08-31T13:59:59.771332+00:00,0.5055516958236694,0.4766575694084167,0.5055516958236694,0.4766575694084167,,,,,,,0.5037974119186401,0.2574450671672821,0.5437019467353821,0.620747447013855,0.5437019467353821,0.620747447013855
claude-sonnet-4-20250514,numeric-conf,,0.0057015712372958,huber,0.0360286273062229,0.0646893307566642,0.911453907745705,0.031598182539046,0.9803454178174802,0.0201607942581176,-2622.6325804207736,-2610.111222109068,0.0386687104780075,0.0281500873240557,0.9705653447154668,0.026511162812672,0.0242903910803072,0.0072680046161015,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,3,3,2025-08-31T14:00:34.279802+00:00,0.5055516958236694,0.4865792095661163,0.5055516958236694,0.4865792095661163,,,,,,,0.5037974119186401,0.2422201782464981,0.5437019467353821,0.6520167589187622,0.5437019467353821,0.6520167589187622
gemini-1.5-pro,numeric-conf,,0.0151828117668628,huber,0.1274664551019668,0.1621749550104141,0.558903524590885,0.0812567222997935,0.865931612993296,0.046634891629219,-1740.3163682976538,-1727.795009985948,0.1482558634406335,0.1163988494511806,0.5536952560114243,0.0918210699729051,0.0961952417185812,-0.0018114745616912,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,4,4,2025-08-31T14:01:08.307105+00:00,0.5121279954910278,0.5638100504875183,0.5121279954910278,0.5638100504875183,,,,,,,0.4838784635066986,0.338173896074295,0.4927954077720642,0.6184981465339661,0.4927954077720642,0.6184981465339661
gemini-2.5-flash-lite,numeric-conf,,0.0174941346049308,huber,0.1390676796436309,0.1841200888156891,0.3320984969515075,0.0878326508773975,0.7440672408820127,0.040320322757474,-1615.0961157570348,-1602.581013964802,0.1164038447043538,0.0934748193665829,0.5504805319348758,0.0693708382992451,0.0152378216702887,0.0006496894674712,11,479,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,4,4,2025-08-31T14:01:41.962185+00:00,0.5121279954910278,0.5322219729423523,0.5121279954910278,0.5322219729423523,,,,,,,0.4838784635066986,0.4877705574035644,0.4927954077720642,0.4239236116409302,0.4927954077720642,0.4239236116409302
gpt-3.5-turbo,numeric-conf,,0.0471026748418808,huber,0.2182293385267257,0.2742374241352081,0.1788910030715471,0.088318785472382,0.6929539835726879,0.0335408896207809,-1236.0105713101666,-1223.4892129984607,0.1160169289276957,0.0885664864019914,0.4701658640224304,0.0749393440338243,0.0057196187250541,-0.0057196187250541,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,4,4,2025-08-31T14:02:13.399288+00:00,0.5121279954910278,0.6776503324508667,0.5121279954910278,0.6776503324508667,,,,,,,0.4838784635066986,0.6227184534072876,0.4927954077720642,0.5363901257514954,0.4927954077720642,0.5363901257514954
gpt-4,numeric-conf,,0.0108990613371133,huber,0.1094180047512054,0.1466863006353378,0.4643448240045307,0.0593232494112598,0.8747537222218414,0.0515583112835884,-1836.6806077757649,-1824.159249464059,0.0854379146273356,0.0772888485229376,0.7402136514981753,0.0364152598489465,0.0456683142618699,-0.0093028399077328,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,4,4,2025-08-31T14:02:48.686831+00:00,0.5121279954910278,0.522229790687561,0.5121279954910278,0.522229790687561,,,,,,,0.4838784635066986,0.4751938283443451,0.4927954077720642,0.4618590772151947,0.4927954077720642,0.4618590772151947
gpt-4.1,numeric-conf,,0.0116550819948315,huber,0.0659242868423461,0.0793265327811241,0.907204200514136,0.0503324758311372,0.96647413342219,0.0384210929274559,-2426.8153158504647,-2414.293957538759,0.0693840905084062,0.0557403173410531,0.936290647063354,0.0413179021538776,0.0512638515595233,0.0230355530977248,11,480,noisy_or,3,0.1,lbfgs,1,rw17_overloaded_d,collider,0.0,econ_ovl_d=ctl;econ_ovl_d=soc;soc_ovl_d=ctl;soc_ovl_d=econ;weath_ovl_d=ctl;weath_ovl_d=econ,1,1,2025-08-31T14:03:19.272091+00:00,0.4715025722980499,0.4438129067420959,0.4715025722980499,0.4438129067420959,,,,,,,0.494641900062561,0.1705201268196106,0.4953719675540924,0.7280677556991577,0.4953719675540924,0.7280677556991577
