agent,prompt_category,experiment,link,EA_raw,MV_raw,EA_raw_tasks,MV_raw_tasks,EA_model,MV_model,b,m1,m2,pC1,pC2,m_bar,m_gap,normative_metric,domain,loocv_r2,r2,loss,mae,rmse,loocv_rmse,params_tying,EA_raw_mean,EA_raw_median,EA_raw_lo,EA_raw_hi,MV_raw_mean,MV_raw_median,MV_raw_lo,MV_raw_hi,n_domains,meets_ea,meets_mv,meets_loocv_r2,normative_reasoner,ea_diff_threshold,mv_diff_threshold,loocv_r2_threshold
gpt-4.1-mini,numeric,rw17_indep_causes,noisy_or,0.5927083333333334,-0.13958333333333345,VIII - VI,IV - V,0.5427519977092743,0.0,0.0238795969635248,0.8592252731323242,0.8592252731323242,0.3839605748653412,0.3839605748653412,0.8592252731323242,0.0,0.8353456761687994,all,0.8795171717345419,0.7755680086676929,0.0403938516974449,0.1217345520853996,0.1772844940423965,0.1242938582816391,3,0.5927083333333333,0.609375,0.55,0.6187499999999999,-0.1395833333333333,-0.16249999999999998,-0.22499999999999998,-0.03125,3,True,False,False,False,0.0995,0.1,0.937
gpt-4o,numeric,rw17_indep_causes,noisy_or,0.6149305555555555,0.09375,VIII - VI,IV - V,0.5658618807792664,0.0,0.0144566325470805,0.9468438029289246,0.9999451637268066,0.4128935039043426,0.4128935039043426,0.9733944833278656,0.05310136079788208,0.9589378507807851,all,0.966296206935642,0.8973287354299372,0.0369719266891479,0.0743665546178817,0.1245278790593147,0.070840535256685,4,0.6149305555555555,0.6322916666666667,0.5739583333333333,0.6385416666666667,0.09375,0.09375,0.08333333333333337,0.10416666666666663,3,True,True,True,True,0.0995,0.1,0.937
gpt-5-mini-v_low-r_high,numeric,rw17_indep_causes,noisy_or,0.6116666666666666,0.0,VIII - VI,IV - V,0.4853738844394684,0.0,0.0418685413897037,0.8556994199752808,0.8556994199752808,0.4201670289039612,0.4201670289039612,0.8556994199752808,0.0,0.813830878585577,all,0.9186482269119424,0.9065706886131066,0.025234080851078,0.0857713595032692,0.1013063490390777,0.095961874100874,3,0.6116666666666667,0.588125,0.5656249999999999,0.68125,0.0,0.0,0.0,0.0,3,True,True,False,False,0.0995,0.1,0.937
gpt-5-mini-v_low-r_low,numeric,rw17_indep_causes,noisy_or,0.569375,-0.004166666666666652,VIII - VI,IV - V,0.4453316330909729,0.0,0.0800802633166313,0.8479217886924744,0.8479217886924744,0.4013115763664245,0.4013115763664245,0.8479217886924744,0.0,0.767841525375843,all,0.9156594986885545,0.903746436874418,0.0229012016206979,0.0833487659692764,0.0984466820955276,0.093885791097106,3,0.5693750000000001,0.573125,0.5162500000000001,0.6187500000000001,-0.00416666666666667,0.0,-0.012500000000000011,0.0,3,True,True,False,False,0.0995,0.1,0.937
gpt-5-mini-v_low-r_medium,numeric,rw17_indep_causes,noisy_or,0.5725,-0.008333333333333304,VIII - VI,IV - V,0.46964043378829956,0.0,0.0525545962154865,0.8367263078689575,0.8367263078689575,0.4147591292858124,0.4147591292858124,0.8367263078689575,0.0,0.784171711653471,all,0.9301315297276866,0.9120440944732586,0.0233237035572528,0.079644925892353,0.0952295586466789,0.0860490665829518,3,0.5725000000000001,0.5206250000000001,0.503125,0.69375,-0.00833333333333334,0.0,-0.025000000000000022,0.0,3,True,True,False,False,0.0995,0.1,0.937
gpt-5-mini-v_low-r_minimal,numeric,rw17_indep_causes,noisy_or,0.17104166666666665,-0.07395833333333335,VIII - VI,IV - V,0.16228657960891724,0.0,0.1969227194786071,0.2783103287220001,0.6736076474189758,0.4530893266201019,0.4530893266201019,0.475958988070488,0.3952973186969757,0.2790362685918809,all,0.4703544805310989,0.5645270642398558,0.0130508756265044,0.1056181117892265,0.1394579112529754,0.1445060958704233,4,0.17104166666666668,0.203125,0.07187500000000002,0.23812500000000003,-0.0739583333333333,-0.08437499999999998,-0.11249999999999999,-0.024999999999999967,3,True,True,False,False,0.0995,0.1,0.937
gpt-5-nano-v_low-r_high,numeric,rw17_indep_causes,noisy_or,0.44125,0.0,VIII - VI,IV - V,0.408626914024353,0.0,0.0989642217755317,0.926554560661316,0.926554560661316,0.4679915904998779,0.4679915904998779,0.926554560661316,0.0,0.8275903388857844,all,0.9802467067337082,0.8735093250264425,0.0278687868267297,0.0852293446660041,0.1259161978960037,0.0485897353587311,3,0.44125,0.495,0.29375,0.535,0.0,0.0,0.0,0.0,3,True,True,True,True,0.0995,0.1,0.937
gpt-5-nano-v_low-r_low,numeric,rw17_indep_causes,noisy_or,0.24270833333333336,-0.04598847517730492,VIII - VI,IV - V,0.27820199728012085,0.0,0.1870861947536468,0.6416677832603455,0.750106930732727,0.4070028066635132,0.4070028066635132,0.6958873569965363,0.10843914747238159,0.5088011622428894,all,0.9505114514669812,0.8029868940907083,0.0129655953496694,0.082834742963314,0.1149972379207611,0.0562505814879903,4,0.24270833333333333,0.18125000000000002,0.15312499999999996,0.39375000000000004,-0.0457638888888889,-0.04666666666666669,-0.046875,-0.04375000000000001,3,True,True,True,True,0.0995,0.1,0.937
gpt-5-nano-v_low-r_medium,numeric,rw17_indep_causes,noisy_or,0.48078457446808515,-0.0020833333333332704,VIII - VI,IV - V,0.40802446007728577,0.0,0.0954546257853508,0.8386572599411011,0.8386572599411011,0.4297332465648651,0.4297332465648651,0.8386572599411011,0.0,0.7432026341557503,all,0.955565764520964,0.869287465985292,0.0221556294709444,0.0985583588480949,0.1146291568875312,0.0664984264449746,3,0.4808888888888889,0.4251666666666666,0.4043750000000001,0.613125,-0.002083333333333363,-0.009375000000000022,-0.009375000000000022,0.012499999999999956,3,True,True,True,True,0.0995,0.1,0.937
gpt-5-nano-v_low-r_minimal,numeric,rw17_indep_causes,noisy_or,-0.11958333333333326,0.08208333333333329,VIII - VI,IV - V,0.01953035593032837,0.0,0.4749223589897156,0.2252853512763977,0.2252853512763977,0.498694509267807,0.498694509267807,0.2252853512763977,0.0,-0.24963700771331787,all,0.4683744077918224,0.1082507447210971,0.0229100957512855,0.1420485973358154,0.1968964189291,0.0714954409080531,3,-0.11958333333333333,-0.12687499999999996,-0.22125000000000006,-0.010624999999999996,0.08208333333333329,0.06312499999999999,0.05187499999999995,0.13124999999999992,3,False,True,False,False,0.0995,0.1,0.937
gpt-5-v_low-r_low,numeric,rw17_indep_causes,noisy_or,0.48625,-0.014583333333333337,VIII - VI,IV - V,0.4708646237850189,0.0,0.0454388298094272,0.86307293176651,0.86307293176651,0.4354799389839172,0.4354799389839172,0.86307293176651,0.0,0.8176341019570829,all,0.9473940179409496,0.9272455787559252,0.0242282338440418,0.0760129243135452,0.0891173481941223,0.076933648851518,3,0.4862499999999999,0.49249999999999994,0.43750000000000006,0.5287499999999999,-0.014583333333333356,-0.009375000000000022,-0.025000000000000022,-0.009375000000000022,3,True,True,True,True,0.0995,0.1,0.937
gpt-5-v_low-r_medium,numeric,rw17_indep_causes,noisy_or,0.5039583333333333,0.0,VIII - VI,IV - V,0.4859466850757599,0.0,0.0305678527802228,0.8833486437797546,0.8833486437797546,0.4465901851654053,0.4465901851654053,0.8833486437797546,0.0,0.8527807909995319,all,0.9459683321377732,0.9342336232383922,0.0264180265367031,0.0747245550155639,0.0876525864005088,0.0810791051574262,3,0.5039583333333333,0.51875,0.4593749999999999,0.53375,0.0,0.0,0.0,0.0,3,True,True,True,True,0.0995,0.1,0.937
gpt-5-v_low-r_minimal,numeric,rw17_indep_causes,noisy_or,0.15729166666666672,0.0031249999999999334,VIII - VI,IV - V,0.3158891499042511,0.0,0.1729868054389953,0.8000521063804626,0.8000521063804626,0.4366863667964935,0.4366863667964935,0.8000521063804626,0.0,0.6270653009414673,all,0.8478411177013135,0.7843923096077134,0.022555349394679,0.120058573782444,0.1441593915224075,0.1201768708203682,3,0.1572916666666667,0.17437499999999995,0.07000000000000006,0.22750000000000004,0.0031250000000000075,0.0,0.0,0.009375000000000022,3,True,True,False,False,0.0995,0.1,0.937
humans,single_numeric_response,rw17_indep_causes,noisy_or,0.0995138888888889,0.10041666666666665,VIII - VI,IV - V,0.18826323747634888,0.0,0.2389932870864868,0.6302173137664795,0.6302173137664795,0.5285488367080688,0.5285488367080688,0.6302173137664795,0.0,0.3912240266799927,all,0.9367282790284648,0.7723586489071014,0.0096042063087224,0.0908368825912475,0.1100012958049774,0.0564480324509244,3,0.09951388888888894,0.12135416666666665,0.009895833333333437,0.16729166666666673,0.10041666666666665,0.09364583333333337,0.05781249999999993,0.14979166666666666,3,True,False,False,False,0.0995,0.1,0.937
o3,numeric,rw17_indep_causes,noisy_or,0.47958333333333336,0.015625,VIII - VI,IV - V,0.38922858238220215,0.0,0.1070064604282379,0.8417049050331116,0.8417049050331116,0.443169891834259,0.443169891834259,0.8417049050331116,0.0,0.7346984446048737,all,0.935123509274952,0.9160298650272796,0.018654616549611,0.0763875916600227,0.0894799828529357,0.0792608165358652,3,0.4795833333333333,0.4675,0.46125,0.51,0.015625,0.003124999999999989,0.0,0.04375000000000001,3,True,True,False,False,0.0995,0.1,0.937
o3-mini,numeric,rw17_indep_causes,noisy_or,0.6364583333333332,-0.020833333333333315,VIII - VI,IV - V,0.5220254957675934,0.0,0.0199943203479051,0.9916179776191713,0.9916179776191713,0.4520983099937439,0.4520983099937439,0.9916179776191713,0.0,0.9716236572712662,all,0.9623386706934915,0.930383868283095,0.0357346013188362,0.0528326630592346,0.1018100902438163,0.0757093602726985,3,0.6364583333333333,0.621875,0.53125,0.7562500000000001,-0.020833333333333332,-0.03125,-0.04999999999999999,0.01874999999999999,3,True,True,True,True,0.0995,0.1,0.937
