link,params_tying,loss,rmse,r2,r2_task,mae,aic,bic,loocv_r2,loocv_rmse,agent,domain,version,prompt_category,loss_name,optimizer,spec_hash,short_spec_hash,group_hash,short_group_hash
noisy_or,3,0.018481317907571793,0.1454811692237854,0.7145294482860047,0.9782909145795269,0.1024836078286171,-919.3001348511879,-908.8582180811619,0.9545170177319613,0.05341593292200389,gpt-5-nano-v_low-r_low,all,1,numeric,huber,lbfgs,06d47d5e0960969348941bf4945881115a66aa0968f53c6454081c4472ef1269,06d47d5e0960,ad1c17fbf0c59ef4986cec312e870c53805c97c567bd646c4faf8ae788b8e8d8,ad1c17fbf0c5
noisy_or,3,0.01695537567138672,0.08526154607534409,0.9204242589176598,0.9764202693130962,0.06701461225748062,-1175.7752405638794,-1165.3333237938534,0.9455125416775587,0.07096626317572786,o3,all,1,numeric,huber,lbfgs,c9b300b2ae82c408d0ff6554df400c1f15a8369b97c506356460118e98de244b,c9b300b2ae82,145af5ece453b1fb1f15874d211906cdb55718f1349ffe11ceef1aaa81206962,145af5ece453
noisy_or,3,0.028606537729501724,0.08360249549150467,0.9466840072364535,0.9763522407969294,0.06627168506383896,-1185.207316715229,-1174.765399945203,0.942740135831489,0.08758628755668625,o1,all,1,numeric,huber,lbfgs,0ec92d95cd15cb04286558b024d0f383575aac754ad4b2220b74e67169b364dc,0ec92d95cd15,c6f936c2d83e70887b50346088231f98451fd904b5e08bd29c3fe0d245b81b28,c6f936c2d83e
noisy_or,3,0.017572978511452675,0.16695183515548706,0.6254564690697786,0.9595306754030635,0.11189687252044678,-853.2239548992027,-842.7820381291767,0.9381811496101005,0.06023552453803075,claude-3-opus,all,1,numeric,huber,lbfgs,3079fea05b0c82dafcf2a0b4c938966d6f15f9dc8325e77383578124a3708520,3079fea05b0c,731e0ba2281bc7be95e943eaa4ae225e59089549b6805f964ff1cd41554642f1,731e0ba2281b
noisy_or,3,0.009485078044235706,0.11000129580497742,0.7723586489071014,0.959229623893849,0.09083722531795502,-1053.4862997199878,-1043.0443829499618,0.9367289435067083,0.056447736042138985,humans,all,1,single_numeric_response,huber,lbfgs,dbebd65ffd621fcce7102ea129f1c65013867488dc0c9956c57bc49d12180050,dbebd65ffd62,a5b82b921bff40bea3e37d66392284189620c4fd9ac1f43cf64ddeb6e0ee224e,a5b82b921bff
noisy_or,3,0.029290443286299706,0.17738130688667297,0.729546710550135,0.9609489792907909,0.12781547009944916,-824.1377244645626,-813.6958076945366,0.9293689190909511,0.08396101656538302,gpt-4,all,1,numeric,huber,lbfgs,23d823b6f8f4bff100c4b3e9c5d3fcaab8dbe1c45272bfeea0f711bedd1e041a,23d823b6f8f4,d197addc37e839e5c34ec6c4c1cfb3ab3821a9f237b5d82ed81b8ec06d3c74c6,d197addc37e8
noisy_or,3,0.03970315679907799,0.14415569603443146,0.8469203647303243,0.9760910165874133,0.11014918237924576,-923.6934591153166,-913.2515423452907,0.9290004123159037,0.09655575151541496,o3-mini,all,1,numeric,huber,lbfgs,e7cf02045b01dbb1de3bc0d1fe213ed2f2e5d6080bc0576b87d5a645aa2f5429,e7cf02045b01,b6d1dd55a154165d3aa75da6568d8ad769e2d775f9952598f026000d931afe60,b6d1dd55a154
noisy_or,3,0.02786760777235031,0.1272486001253128,0.867584744918982,0.9702423494983506,0.0846961960196495,-962.9579234460663,-952.5791669036338,0.9273598394145894,0.0926928756361971,gpt-4.1,all,1,numeric,huber,lbfgs,acad881199f55a8156fe97b368415bf520ad0faa4e2d0681db03cb7651191fed,acad881199f5,b77f05aa3386dcd88de8bb0771ced79e348e9f1d55b8072208b72bb4d1fc5a31,b77f05aa3386
noisy_or,3,0.03914530947804451,0.2401745766401291,0.5474828184114509,0.9413062057827425,0.16649821400642395,-678.6668317231122,-668.2249149530862,0.9026650044330277,0.09180569291780433,gpt-4.1-mini,all,1,numeric,huber,lbfgs,84035f4258ee57f95a3fb54825fe79437da807c61e0ceab2c1faf002e6e40f5d,84035f4258ee,c4a2b7be94da10d07e7a4a3ac10cdfe2a60249c1cdb21b322d03d27064af7c19,c4a2b7be94da
noisy_or,3,0.03414411470293999,0.14250212907791138,0.8433347459726291,0.9518880060173762,0.09474849700927734,-929.2311949664665,-918.7892781964406,0.896053739322612,0.11563991048526955,claude-3-7-sonnet-20250219,all,1,numeric,huber,lbfgs,d9cdf938761ebf35a6e60864e1062bbfac3840ea7ddf2c4051795c4d9b11099b,d9cdf938761e,0199522bf185ae115f823dc31cdb7bcc6b9fafec744968f2f2c15c5581357d20,0199522bf185
noisy_or,3,0.02458987571299076,0.14445316791534424,0.8166459078995093,0.9706899295757399,0.103692926466465,-922.7039831366999,-912.2620663666739,0.8950208470987541,0.10524692548575747,gpt-5-v_low-r_minimal,all,1,numeric,huber,lbfgs,35219558b50e6db798dc231f33189e472bb9e399d0ec89c9a979fe95dc08930b,35219558b50e,151aff4859c5cad8f630afedd0551b429d4793568ad0d430d9effabd41153cef,151aff4859c5
noisy_or,4,0.033064864575862885,0.2163376659154892,0.6008878319788671,0.9626589932422088,0.1430526077747345,-726.8391225202837,-712.9165668269158,0.8831279294785772,0.09817897883431219,gemini-1.5-pro,all,1,numeric,huber,lbfgs,eb626d7f9944add51a8c2f0c3a238715a1327f603a546ceff377f4e244e7819d,eb626d7f9944,4e82de03e589e93fe055c64c2150f1ac9774f297db1e9967f1048b6ecab98918,4e82de03e589
noisy_or,3,0.014854665845632553,0.16337215900421143,0.5715837714417797,0.953435937214561,0.11874529719352722,-863.6277503912023,-853.1858336211764,0.8681246863722859,0.0782889270586193,gpt-5-mini-v_low-r_minimal,all,1,numeric,huber,lbfgs,acc8548329eb5806a17cd3b87d9d57c31086435dc45b3641c82cc46df216f3ca,acc8548329eb,f1b5ac06aae44a0f10a79dc6a8638388e17a92c0331fcb461b86790d2143c50f,f1b5ac06aae4
noisy_or,4,0.03484814241528511,0.12344218790531158,0.8845101898000152,0.9603647684731259,0.08077580481767654,-222.11806102431387,-214.088728283384,0.8576039343450499,0.13052907579521222,claude-opus-4-1-20250805,all,1,numeric,huber,lbfgs,dbb5be857ab97ed397ee022fd25391726179c27ab92fa5a3e069166aef317382,dbb5be857ab9,e18728ae94770681cd70c5f66979a65a2d76a93cf36153be6135c7a4b8920f7e,e18728ae9477
noisy_or,3,0.02303563430905342,0.15805593132972717,0.7313793241649396,0.9305207462183664,0.11556640267372131,-879.5070482541125,-869.0651314840866,0.8415000990161208,0.11679316342334332,claude-sonnet-4-20250514,all,1,numeric,huber,lbfgs,560818f2fe9738c9f830c28dd911679977b4f43bcb680ecde30ecac324e57621,560818f2fe97,e82c4aa2b4507c72c55a077e677f641e43bc1c7487ded0671f4bf24b3aee7e04,e82c4aa2b450
noisy_or,4,0.034893933683633804,0.12202221900224686,0.8733968163137514,0.9462474948622547,0.0833824947476387,-240.21914637392481,-231.90899659830194,0.7819780733057424,0.15632488003450332,claude-opus-4-20250514,all,1,numeric,huber,lbfgs,1aca13024e9e797ba48a2a5b48f262a696eef5754fb537dbcb7f56f4cd243a58,1aca13024e9e,20744fc0ae69b6b44e8e87cb46bae9aed746ee30054ee101c0266d7f5f21bfbc,20744fc0ae69
noisy_or,4,0.045371148735284805,0.2526475489139557,0.49063520448899833,0.8649610585891938,0.18492232263088226,-646.8617163560875,-632.9726336614016,0.5851883707369656,0.18657029996798036,gemini-2.5-flash-lite,all,1,numeric,huber,lbfgs,447317dc4a5e511fc58aedcfc6432895f614a5f236babbb613a349885d3184b0,447317dc4a5e,036ff3a7f582a18ec2056be1cdd0b508f510bb6988046692bfedb763009108af,036ff3a7f582
noisy_or,3,0.07669220864772797,0.31339457631111145,0.1402272825144515,0.7158035510260254,0.2788376212120056,-550.9402832718779,-540.4983665018519,0.45523605148245394,0.1408256885169041,claude-3-haiku-20240307,all,1,numeric,huber,lbfgs,b9d11e7f38aff89b2fada12edff21faac3353cfd9ef7a6d408d1c48b8e9fb983,b9d11e7f38af,e0592e6246bb7ca450ada2e929be20db5b1c4fe02da1653323f127c1f7397616,e0592e6246bb
noisy_or,3,0.04653216898441315,0.29222607612609863,0.160015596909323,0.6342936491191264,0.23869337141513824,-584.5092104291557,-574.0672936591297,0.36526015781604937,0.1575456041768714,claude-3-5-haiku-20241022,all,1,numeric,huber,lbfgs,e5a6ea1048c4a2b28532e1bbc5cdbf97818dd1e4172fac6501bd325d049d0e36,e5a6ea1048c4,c623517519d9f7175dd4a6161d69a3106911bab8dd2cb48812ed27731d7be13e,c623517519d9
noisy_or,3,0.04529045522212982,0.21601316332817078,0.04917262101213238,0.6129279554352174,0.1682819426059723,-729.5596464189207,-719.1177296488947,0.3417509527149456,0.05760472152233878,gpt-3.5-turbo,all,1,numeric,huber,lbfgs,05bddbfa9881bbcd06fc3d7ee280befa8ff9fa509a3b9656015c64dc93c6f5b1,05bddbfa9881,02151cae615dc30fb25e053eb6e631215ec270c82a6f470ad9e052a2f2ef147a,02151cae615d
noisy_or,3,0.039875902235507965,0.2712160050868988,0.09042073384832328,0.5906843487839112,0.22084595263004303,-620.3230521200918,-609.8811353500658,0.34075675189061294,0.08943081293036162,gpt-5-nano-v_low-r_minimal,all,1,numeric,huber,lbfgs,04c5bb4db7414ffde0129f2baf13a6a6d1e3ae9c2b5fdfdd66fb8517e40871ff,04c5bb4db741,eebac10fca32024c39d8712fe047a3968ba6827a2d3a878d7c66349c54acd5f0,eebac10fca32
