agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2,rmse_task,r2_task
gemini-2.5-flash,CoT,,0.0401536747813224,huber,0.0889702811837196,0.1152438595890998,0.9059345511142644,0.0813135079821283,-1026.816919315293,-1016.3875286594983,0.1323497333648566,0.1001727862870112,0.8812326627662096,0.0864977734351897,0.0939857970663053,0.0119510061891653,11.0,239,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:25:22.393399+00:00,0.510697066783905,0.487249881029129,0.510697066783905,0.487249881029129,0.4291347861289978,-1.2724032402038574,0.7355052828788757,2.999995231628418,0.7355052828788757,2.999995231628418,,,,,,,,
gemini-2.5-flash-lite,CoT,,0.0259516648948192,huber,0.0817930847406387,0.1007490381598472,0.8924501817863153,0.0411770150129651,-1058.936893858518,-1048.5966817435192,0.06691484516576,0.0620709514745353,0.9539172197539244,0.0249958693908317,0.0310303434208418,0.0131938705200962,11.0,232,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:26:36.898596+00:00,0.510697066783905,0.4437371790409088,0.510697066783905,0.4437371790409088,0.4291347861289978,-1.4790847301483154,0.7355052828788757,2.99999737739563,0.7355052828788757,2.99999737739563,,,,,,,,
gemini-2.5-pro,CoT,,0.0397496186196804,huber,0.0873561576008796,0.1134017258882522,0.9102783647132822,0.0811111515155062,-1038.872978928873,-1028.431062158847,0.1342309384102379,0.099578525401426,0.8786258642421779,0.0900114554119121,0.0957420074172092,0.0078885575090393,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:27:49.219145+00:00,0.510697066783905,0.4920593500137329,0.510697066783905,0.4920593500137329,0.4291347861289978,-1.1519482135772705,0.7355052828788757,3.0,0.7355052828788757,3.0,,,,,,,,
gpt-3.5-turbo,CoT,,0.0583071634173393,huber,0.2215680629014969,0.2829254865646362,0.1063430147588563,0.0114399313926696,-600.03442997158,-589.5925132015541,0.1110037414675654,0.0907497051990393,0.3273921758172231,0.0639243429851692,0.029607065518697,-0.0035869403318925,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,3,3,2025-08-25T19:29:04.574963+00:00,0.5055516958236694,0.7327733635902405,0.5055516958236694,0.7327733635902405,0.0455659590661525,0.5621055364608765,0.5204474329948425,0.8236814737319946,0.5204474329948425,0.8236814737319946,,,,,,,,
gpt-4,CoT,,0.0238081999123096,huber,0.0809851810336113,0.1185094192624092,0.8199389294893512,0.0458554521203041,-1017.7261594309284,-1007.2842426609024,0.0864824902131723,0.073876416683197,0.9050517990725964,0.0449610517172596,0.0381364553263693,0.0132910365408117,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:29:29.042380+00:00,0.510697066783905,0.4263851642608642,0.510697066783905,0.4263851642608642,0.4291347861289978,-1.6888058185577393,0.7355052828788757,2.637716770172119,0.7355052828788757,2.637716770172119,,,,,,,,
gpt-4.1,CoT,,0.0289191026240587,huber,0.0781142264604568,0.0950900241732597,0.9101175353443428,0.0429583009332418,-1123.4069999865626,-1112.9650832165366,0.0915981624324459,0.0770256373602332,0.9221100219993336,0.0495709042710599,0.0647937971669616,-0.0005917439542033,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:30:06.656302+00:00,0.510697066783905,0.4161979556083679,0.510697066783905,0.4161979556083679,0.4291347861289978,-1.5586025714874268,0.7355052828788757,2.9999992847442627,0.7355052828788757,2.9999992847442627,,,,,,,,
gpt-4.1-mini,CoT,,0.0253404006361961,huber,0.0805573612451553,0.0967623889446258,0.8791030669672946,0.0432818550616502,-1115.0385408083152,-1104.5966240382893,0.0858994279866898,0.0582261330024762,0.9095654901109288,0.0631540114641853,0.0582261330024762,-0.0165673695504665,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:31:20.146092+00:00,0.510697066783905,0.354073703289032,0.510697066783905,0.354073703289032,0.4291347861289978,-2.0387673377990723,0.7355052828788757,2.9999961853027344,0.7355052828788757,2.9999961853027344,,,,,,,,
gpt-4o,CoT,,0.0270298477262258,huber,0.0897008702158927,0.1125030741095542,0.852289244758978,0.0523365672677755,-1042.6918841592062,-1032.2499673891805,0.0817093800695012,0.0687744571404023,0.923336038693558,0.0441191209838225,0.0455428572315158,-0.0020772848165396,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:32:31.873602+00:00,0.510697066783905,0.3824414312839508,0.510697066783905,0.3824414312839508,0.4291347861289978,-1.773728370666504,0.7355052828788757,2.999997854232788,0.7355052828788757,2.999997854232788,,,,,,,,
o1,CoT,,0.0250412598252296,huber,0.0717263892292976,0.0846842899918556,0.914517180293046,0.0314234547830861,-280.3837162790293,-274.20238724739,0.0821044134613737,0.0674571061947129,0.9259529791003558,0.0468046315408147,0.0512042526313753,-0.0032061207204154,11.0,58,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_alnum_10,8,8,2025-08-25T19:33:45.003485+00:00,0.510697066783905,0.4140092432498932,0.510697066783905,0.4140092432498932,0.4291347861289978,-1.4493963718414309,0.7355052828788757,2.999997854232788,0.7355052828788757,2.999997854232788,,,,,,,,
o1-mini,CoT,,0.0257697086781263,huber,0.0914900600910186,0.1085531115531921,0.8606731267429455,0.0535139720886945,-1059.8475317908114,-1049.4056150207855,0.0844014672470319,0.067234398627823,0.9162631009256168,0.0510210085612465,0.0569249861845464,-0.0038563851831537,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:34:10.738825+00:00,0.510697066783905,0.3952879905700683,0.510697066783905,0.3952879905700683,0.4291347861289978,-1.7111811637878418,0.7355052828788757,2.999998092651367,0.7355052828788757,2.999998092651367,,,,,,,,
claude-3-5-haiku-20241022,numeric,,0.0457400307059288,huber,0.2380330264568328,0.2909840941429138,0.1671404420698174,0.0539777800440788,-586.5536009618238,-576.1116841917978,0.1504364637951726,0.127333537195668,0.421252121703543,0.0801080516829343,0.0330069597923394,-0.0161712066693739,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,3,3,2025-08-25T19:35:25.001510+00:00,0.5055516958236694,0.5722726583480835,0.5055516958236694,0.5722726583480835,0.0455659590661525,-0.6175664067268372,0.5204474329948425,0.9971520900726318,0.5204474329948425,0.9971520900726318,,,,,,,,
claude-3-7-sonnet-20250219,numeric,,0.0444225184619426,huber,0.118637703359127,0.1589467674493789,0.8050903574124568,0.0889861915260553,-876.8092692034194,-866.3673524333934,0.1248850994367533,0.1046866950437877,0.8787687382821501,0.0680954032379334,0.0641779418470281,0.0254248737611553,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:35:48.199714+00:00,0.510697066783905,0.433892160654068,0.510697066783905,0.433892160654068,0.4291347861289978,-1.9560470581054688,0.7355052828788757,2.9999990463256836,0.7355052828788757,2.9999990463256836,,,,,,,,
claude-3-haiku-20240307,numeric,,0.0734679251909256,huber,0.2786725461483001,0.3140540421009063,0.1366051409295876,0.0377078220248222,-549.9313097134667,-539.4893929434407,0.1466433449462577,0.1223251015850991,0.4092968194208994,0.0808754606739417,0.0368574415192459,-0.0036935020576823,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,3,3,2025-08-25T19:36:59.978773+00:00,0.5055516958236694,0.7619792819023132,0.5055516958236694,0.7619792819023132,0.0455659590661525,-0.5662370324134827,0.5204474329948425,1.0289602279663086,0.5204474329948425,1.0289602279663086,,,,,,,,
claude-3-opus,numeric,,0.0217164512723684,huber,0.1123016104102134,0.1677958071231842,0.6216601201388681,0.0334319025278091,-850.8035762521719,-840.3616594821459,0.0696620728452066,0.0585035411697445,0.9173185056211453,0.0378171926997613,0.021123243913506,-0.0061870557792258,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:37:24.780712+00:00,0.510697066783905,0.4889989197254181,0.510697066783905,0.4889989197254181,0.4291347861289978,-0.96184104681015,0.7355052828788757,1.9088242053985596,0.7355052828788757,1.9088242053985596,,,,,,,,
claude-opus-4-20250514,numeric,,0.0475235320627689,huber,0.1095136106014251,0.1320115476846695,0.8520686420832468,0.075402086329731,-216.735249412947,-210.7132498572496,0.116191405920738,0.100021706431201,0.8738365698478883,0.0591278365275473,0.05850219731078,0.040853042539322,11.0,55,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:37:49.798404+00:00,0.510697066783905,0.3978789746761322,0.510697066783905,0.3978789746761322,0.4291347861289978,-2.095747709274292,0.7355052828788757,2.999998092651367,0.7355052828788757,2.999998092651367,,,,,,,,
claude-sonnet-4-20250514,numeric,,0.0308142937719821,huber,0.1032087802886962,0.1519990265369415,0.7515726042348347,0.0575164649635553,-898.2629581442549,-887.8210413742289,0.0994858321685977,0.0792326827392433,0.8849950255588277,0.0601632179011463,0.0498243949178493,0.0322560839129216,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:38:12.288013+00:00,0.510697066783905,0.4200522899627685,0.510697066783905,0.4200522899627685,0.4291347861289978,-1.5841550827026367,0.7355052828788757,2.647852897644043,0.7355052828788757,2.647852897644043,,,,,,,,
gemini-1.5-pro,numeric,,0.0396239273250103,huber,0.146768182516098,0.2174623757600784,0.5967271806314469,0.0430500358343124,-726.3501296081117,-715.9082128380858,0.0847301034918752,0.0670609285434087,0.9129539255128974,0.0517882448113441,0.0486264820351745,0.0090876385118022,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:38:47.003081+00:00,0.510697066783905,0.4668707251548767,0.510697066783905,0.4668707251548767,0.4291347861289978,-1.5142385959625244,0.7355052828788757,2.6152796745300293,0.7355052828788757,2.6152796745300293,,,,,,,,
gemini-2.5-flash,numeric,,0.0442311614751815,huber,0.0957078784704208,0.1251763999462127,0.8972287915498063,0.0911768117002424,-812.7443551897079,-802.8947440034939,0.1453045667984654,0.1050929384224178,0.8619390568050548,0.1003438659123296,0.102003223288404,0.0127188663041788,11.0,197,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:39:19.687601+00:00,0.510697066783905,0.4937780797481537,0.510697066783905,0.4937780797481537,0.4291347861289978,-1.277690291404724,0.7355052828788757,2.9999992847442627,0.7355052828788757,2.9999992847442627,,,,,,,,
gemini-2.5-flash-lite,numeric,,0.0519464313983917,huber,0.2111691683530807,0.2649211287498474,0.4399432697481014,0.094222686840456,-626.2817918977915,-615.8649798767772,0.1979743915899632,0.1584867057789298,0.5329278873895421,0.1186415770999316,0.1165347894229122,0.0483054284089795,11.0,238,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:40:21.330177+00:00,0.510697066783905,0.3904246985912323,0.510697066783905,0.3904246985912323,0.4291347861289978,-1.5394209623336792,0.7355052828788757,1.877912163734436,0.7355052828788757,1.877912163734436,,,,,,,,
gemini-2.5-pro,numeric,,0.0435844175517559,huber,0.0940797105431556,0.1201883777976036,0.9033648335911256,0.0878095751059354,-1006.7362059787392,-996.3068153229444,0.150066732694253,0.110427125716712,0.8578550816643562,0.1016163085703956,0.1056225271540668,0.0154663011278559,11.0,239,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:40:50.483468+00:00,0.510697066783905,0.4848340153694153,0.510697066783905,0.4848340153694153,0.4291347861289978,-1.304110050201416,0.7355052828788757,3.0,0.7355052828788757,3.0,,,,,,,,
gpt-3.5-turbo,numeric,,0.0410949103534221,huber,0.16835817694664,0.2159192115068435,0.049999497979123,0.0054462701082229,-729.7684506842392,-719.3265339142132,0.0568219675329345,0.0522293477347403,0.3595184680023924,0.0223792589134995,0.0043054136362942,-0.0043054136362942,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,3,3,2025-08-25T19:42:06.238246+00:00,0.5055516958236694,0.7155654430389404,0.5055516958236694,0.7155654430389404,0.0455659590661525,0.5235795378684998,0.5204474329948425,0.4502207636833191,0.5204474329948425,0.4502207636833191,,,,,,,,
gpt-4,numeric,,0.0365427248179912,huber,0.133534774184227,0.1803605109453201,0.720385643739194,0.0482856519520282,-816.1428555926689,-805.7009388226429,0.0877762158741339,0.0718249368396672,0.9228041090054404,0.0504563427247791,0.0131902867645928,-0.0109510953227678,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:42:30.321089+00:00,0.510697066783905,0.4796009361743927,0.510697066783905,0.4796009361743927,0.4291347861289978,-1.731737494468689,0.7355052828788757,2.9999990463256836,0.7355052828788757,2.9999990463256836,,,,,,,,
gpt-4.1,numeric,,0.0373265296220779,huber,0.1024508774280548,0.1352327167987823,0.8504468623691381,0.0580611661552114,-934.3563298720492,-923.9775733296168,0.1050046098714131,0.0774518309966299,0.9067817778534004,0.0709026231497619,0.0607540348397177,0.0376563868153158,11.0,235,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:43:42.816817+00:00,0.510697066783905,0.443471610546112,0.510697066783905,0.443471610546112,0.4291347861289978,-1.172696590423584,0.7355052828788757,2.9999983310699463,0.7355052828788757,2.9999983310699463,,,,,,,,
gpt-4.1-mini,numeric,,0.0456432029604911,huber,0.1611999720335006,0.2390941828489303,0.5515448279920927,0.0596158139407634,-680.8309134528182,-670.3889966827923,0.0865939169834984,0.0742707951005661,0.9134026588957744,0.0445236504980752,0.0137370119898608,-0.0047429024315241,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:44:50.367437+00:00,0.510697066783905,0.4597000777721405,0.510697066783905,0.4597000777721405,0.4291347861289978,-1.8374085426330569,0.7355052828788757,2.901621580123902,0.7355052828788757,2.901621580123902,,,,,,,,
gpt-4o,numeric,,0.0547239929437637,huber,0.1518831402063369,0.2064356952905655,0.7389766042075314,0.0733926700428128,-751.3278354450824,-740.8859186750565,0.1395538861836564,0.1077199438304612,0.8633769891158549,0.088722606195508,0.0841665669824137,-0.0001416093472278,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:45:42.534925+00:00,0.510697066783905,0.430031806230545,0.510697066783905,0.430031806230545,0.4291347861289978,-1.5730515718460083,0.7355052828788757,3.0,0.7355052828788757,3.0,,,,,,,,
o1,numeric,,0.038473542779684,huber,0.0987196937203407,0.1198359057307243,0.8904549021110344,0.0677421923726797,-1012.3833216780542,-1001.9414049080284,0.1234121147467632,0.1001005256898475,0.8863174871535353,0.0721833417270524,0.0623806403261242,0.0061693680286407,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:46:55.559634+00:00,0.510697066783905,0.4398858249187469,0.510697066783905,0.4398858249187469,0.4291347861289978,-1.295011043548584,0.7355052828788757,3.0,0.7355052828788757,3.0,,,,,,,,
o1-mini,numeric,,0.0343552865087986,huber,0.1016178801655769,0.1374780088663101,0.8280556933679931,0.0505390178412199,-946.4598441750676,-936.0179274050416,0.0879956803898814,0.0749393437396396,0.9269992158181928,0.0461230368379001,0.0327067303025361,0.0006330501762303,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:48:10.400595+00:00,0.510697066783905,0.4256533682346344,0.510697066783905,0.4256533682346344,0.4291347861289978,-1.7397685050964355,0.7355052828788757,2.999999523162842,0.7355052828788757,2.999999523162842,,,,,,,,
o3,numeric,,0.0245182514190673,huber,0.0765357688069343,0.0984761416912078,0.8938460139518731,0.0514769554138183,-1106.611691986886,-1096.16977521686,0.0772008455448712,0.0623306719416922,0.9355182539505628,0.0455506079886998,0.0235189157588915,-0.0036796876110813,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:49:26.916910+00:00,0.510697066783905,0.4643632173538208,0.510697066783905,0.4643632173538208,0.4291347861289978,-1.5556007623672483,0.7355052828788757,2.9999914169311523,0.7355052828788757,2.9999914169311523,,,,,,,,
o3-mini,numeric,,0.0513556450605392,huber,0.133999153971672,0.1631310880184173,0.803967856667825,0.0629524162504822,-864.3365716508852,-853.8946548808592,0.1153157390615031,0.0935833983529697,0.898730957596741,0.0673785368497273,0.0935833983529697,0.0112316086617383,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,8,8,2025-08-25T19:50:43.171800+00:00,0.510697066783905,0.3277383148670196,0.510697066783905,0.3277383148670196,0.4291347861289978,-1.9781787395477295,0.7355052828788757,2.9999990463256836,0.7355052828788757,2.9999990463256836,,,,,,,,
claude-3-5-haiku-20241022,numeric-conf,,0.0443046204745769,huber,0.2378763258457183,0.2889574468135834,0.1358329137088003,0.0466226235032081,-589.908412220148,-579.466495450122,0.1557526452986267,0.1307945320100495,0.2817769417540423,0.0845675878442323,0.0631230654138508,-0.0116428808732466,11.0,240,logistic,3,0.1,lbfgs,1,random_abstract,collider,0.0,abs_all_10;abs_alnum_10;abs_num_symb_10,3,3,2025-08-25T19:51:54.080192+00:00,0.5055516958236694,0.579565167427063,0.5055516958236694,0.579565167427063,0.0455659590661525,-0.3147736191749573,0.5204474329948425,0.832878589630127,0.5204474329948425,0.832878589630127,,,,,,,,
