agent,domain,version,prompt_category,link,params_tying,learning_rate,lr_subdir,spec_hash,short_spec_hash,group_hash,short_group_hash,loocv_r2,cv_r2,r2_task,rmse_task,mae,aic,bic,loocv_rmse,loocv_mae,b,m1,m2,pC1,pC2
gemini-2.5-flash-lite,all,1,CoT,noisy_or,3,,lr0p1,c3826ed6f03f801ff1b19defb3df480ff9954fda9037a14f0225677f34793025,c3826ed6f03f,f0666b14ad7baa2f2e5420de7b60bceb1ea572f52c3abef323d105f557795146,f0666b14ad7b,0.951912609512469,0.951912609512469,0.9862114607577981,0.03202590630753501,0.07146435230970383,-2118.9934768259013,-2106.6657340776082,0.05980781057395196,,0.21236762404441833,0.7493122220039368,0.7493122220039368,0.4616943597793579,0.4616943597793579
gpt-5-v_low-r_low,all,1,CoT,noisy_or,3,,lr0p1,911f334ec0c1ed6f6dec26c8769328785756bfa6f43b309bd85bde3d4a612ea8,911f334ec0c1,2938f937a1c13d0000ffe80c5610d46f3124ce3c574a971413c9c79e6dca87f8,2938f937a1c1,0.934283895725606,0.934283895725606,0.9681558826276826,0.04629888068792531,0.07033555209636688,-1121.8210302592774,-1111.5329933724142,0.06651074136803536,,0.20311273634433746,0.7374958395957947,0.7374958395957947,0.4350123703479767,0.4350123703479767
gpt-4,all,1,CoT,noisy_or,3,,lr0p1,50b5dbe1a6126ea74bff4a4e1637b51d6adaa0fa2340d4b1e4aa4abb4a72de6f,50b5dbe1a612,52c989de8fff222c9ba348392182c42ef0553055b9d3833987228b1638c3f2a3,52c989de8fff,0.912992602263284,0.912992602263284,0.953116835710247,0.04485913302446462,0.07645279169082642,-993.7433725502856,-983.4950713436723,0.06111115723133871,,0.285932332277298,0.5858665108680725,0.5858665108680725,0.4720292389392853,0.4720292389392853
gpt-5-v_low-r_minimal,all,1,CoT,noisy_or,3,,lr0p1,f81ed7c2b87d3c358313eef8cfbc59c2ff755f94be5950147b0aa897142c099c,f81ed7c2b87d,80a8a9022e4c650a36d7e2d127bfe8c8960a31e648cd237ce4aa5c39479e623b,80a8a9022e4c,0.9031462696067418,0.9031462696067418,0.9453209752698255,0.051106702875132956,0.06338272988796234,-2447.8901835943993,-2435.3688252826937,0.0680182822479196,,0.23731626570224762,0.6113693118095398,0.6113693118095398,0.43732863664627075,0.43732863664627075
gpt-5-mini-v_low-r_minimal,all,1,CoT,noisy_or,3,,lr0p1,fc86278ffa0ecf6fb7d7ee474b920822cb694b5346a603ab1083c3c5204ae960,fc86278ffa0e,cdc43993f1191b552c3fc3baaa88bc9c35524806e000b6d4b83e6a6c12769cd3,cdc43993f119,0.9009550679638378,0.9009550679638378,0.9451356322658362,0.057926882958406645,0.07564464211463928,-2237.0996499042726,-2224.6223637387966,0.07783072923481234,,0.16119706630706787,0.6593093276023865,0.6593093276023865,0.3599075973033905,0.3599075973033905
gpt-5-nano-v_low-r_minimal,all,1,CoT,noisy_or,3,,lr0p1,e5d42c4b11d535f1218557be397299eca40cc8b4f4b878f1ccf4e0d6ff96bbb4,e5d42c4b11d5,c5f71691935dc1fc70e3db225ea655d19e2796e7a88a0ead23d246ef33606397,c5f71691935d,0.8936606214411721,0.8936606214411721,0.9351810443067027,0.04050758263537814,0.08848284184932709,-2103.4787711692297,-2090.957412857524,0.05188387098509746,,0.31653496623039246,0.43122828006744385,0.43122828006744385,0.42896148562431335,0.42896148562431335
gpt-5-mini-v_low-r_medium,all,1,CoT,noisy_or,3,,lr0p1,3f625673fe7354b9e35dd9545d982e268c8a553282edc678d21ceebcdffec097,3f625673fe73,ad0ea8fd89482ed281e7827f426285fc454e75c6234709210a99627d08d52207,ad0ea8fd8948,0.8840989450377377,0.8840989450377377,0.9339221670995145,0.06808482273707332,0.08312537521123886,-2186.566026481877,-2174.0760820697733,0.09017083885919948,,0.16586463153362274,0.7126366496086121,0.7126366496086121,0.3897828161716461,0.3897828161716461
gpt-5-mini-v_low-r_low,all,1,CoT,noisy_or,3,,lr0p1,d94f4c3cf0af0418d4391024ebe60c9788561b0db81fce09d58b39eba5c92980,d94f4c3cf0af,9b484ca5fe8ba56cb1d9583a4f145328efaba1e9288fbaad67289d752445d35a,9b484ca5fe8b,0.8776857696180371,0.8776857696180371,0.9292356486078445,0.068861394740765,0.08157707750797272,-1581.666070448626,-1570.1792335957953,0.09053302735976866,,0.19365206360816956,0.7152550220489502,0.7152550220489502,0.3865167796611786,0.3865167796611786
claude-3-5-haiku-20241022,all,1,CoT,noisy_or,3,,lr0p1,2f3cd3ddd384446aba227c9de2892d5c0d0938b55726f36219bb21ad47f337a2,2f3cd3ddd384,9a23799b37f2138546c163a800f1e289a217451e74606a5e74570ed87738249f,9a23799b37f2,0.6989609899957213,0.6989609899957213,0.8452295172984668,0.07045543270124133,0.1057262122631073,-1929.6603999556805,-1917.1390416439747,0.09826114182573593,,0.3805457353591919,0.5876645445823669,0.5876645445823669,0.6707310676574707,0.6707310676574707
claude-3-haiku-20240307,all,1,CoT,noisy_or,3,,lr0p1,73bf3c7bfb5bff7226f31a56f7bce8306bd4d3c768d1452b124150e8142513bf,73bf3c7bfb5b,f48fce957551b0f81aa79bbcd1b4649eb5ffd5c6686e54cda33e99665b23bef8,f48fce957551,0.6968905085128938,0.6968905085128938,0.8180091696410488,0.09401290940420176,0.12953457236289978,-1693.7996530086548,-1681.278294696949,0.12132841039584123,,0.32576632499694824,0.6659635305404663,0.6659635305404663,0.6260631680488586,0.6260631680488586
gpt-3.5-turbo,all,1,CoT,noisy_or,3,,lr0p1,8959c34c8b8fe9d5dc5f3d6cedcea2a0b058205c6e155ef6c892db96eee5349c,8959c34c8b8f,18f15cd8cf9fa91b10acb7709f07a5110dcc36cfebd009f731ab932314ec353f,18f15cd8cf9f,0.5174920028701375,0.5174920028701375,0.7296324372574721,0.13314771666872355,0.22806333005428314,-1221.3864124180222,-1208.8650541063164,0.17787245040968536,,0.24624477326869965,0.6438131332397461,0.6438131332397461,0.6201120018959045,0.6201120018959045
