agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2
o3,numeric,,0.018654616549611,huber,0.0763875916600227,0.0894799828529357,0.9160298650272796,0.0087297987192869,-1152.595337550587,-1142.153420780561,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:33:34.810837+00:00,0.5055516958236694,0.443169891834259,0.5055516958236694,0.443169891834259,,,,,,,0.5037974119186401,0.1070064604282379,0.5437019467353821,0.8417049050331116,0.5437019467353821,0.8417049050331116
o3-mini,numeric,,0.0357346013188362,huber,0.0528326630592346,0.1018100902438163,0.930383868283095,0.0233199126087129,-1090.6300878628483,-1080.1881710928226,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:33:38.317226+00:00,0.5055516958236694,0.4520983099937439,0.5055516958236694,0.4520983099937439,,,,,,,0.5037974119186401,0.0199943203479051,0.5437019467353821,0.9916179776191713,0.5437019467353821,0.9916179776191713
gpt-4,numeric-conf,,0.016228012740612,huber,0.1373410671949386,0.1564459949731826,0.5144030816218249,0.0823652572929859,-884.421329339895,-873.979412569869,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:33:44.175206+00:00,0.5055516958236694,0.5643476247787476,0.5055516958236694,0.5643476247787476,,,,,,,0.5037974119186401,0.2657775580883026,0.5437019467353821,0.5721297264099121,0.5437019467353821,0.5721297264099121
gpt-4.1,numeric-conf,,0.0271049533039331,huber,0.0746389925479888,0.0908345580101013,0.9313174863935656,0.0353129439055919,-1145.3834385094028,-1134.9415217393769,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:33:47.288487+00:00,0.5055516958236694,0.4348837435245514,0.5055516958236694,0.4348837435245514,,,,,,,0.5037974119186401,0.0502976737916469,0.5437019467353821,0.9102475047111512,0.5437019467353821,0.9102475047111512
gpt-4.1-mini,numeric-conf,,0.028782470151782,huber,0.1322730034589767,0.194859966635704,0.6218896279092,0.0314700163900852,-779.0275595128023,-768.5856427427764,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:33:51.074885+00:00,0.4715025722980499,0.4170182049274444,0.4715025722980499,0.4170182049274444,,,,,,,0.494641900062561,0.109768234193325,0.4953719675540924,0.7239882946014404,0.4953719675540924,0.7239882946014404
gpt-4o,numeric-conf,,0.0260006580501794,huber,0.0981211140751838,0.1344042122364044,0.8385594981495387,0.0354033350944519,-957.313702404581,-946.8717856345552,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:33:53.891969+00:00,0.5055516958236694,0.4586110115051269,0.5055516958236694,0.4586110115051269,,,,,,,0.5037974119186401,0.0707868859171867,0.5437019467353821,0.8430255055427551,0.5437019467353821,0.8430255055427551
o3,numeric-conf,,0.0157381407916545,huber,0.0786667838692665,0.0928124114871025,0.8909521031839491,0.0188621405512094,-1135.0439259911732,-1124.6020092211472,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:33:57.132284+00:00,0.4715025722980499,0.4120660424232483,0.4715025722980499,0.4120660424232483,,,,,,,0.494641900062561,0.138520136475563,0.4953719675540924,0.7737519145011902,0.4953719675540924,0.7737519145011902
o3-mini,numeric-conf,,0.0319075621664524,huber,0.0722211897373199,0.0890300720930099,0.9395734870834692,0.0327543108258396,-1155.014930023969,-1144.5730132539431,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:34:00.267843+00:00,0.5055516958236694,0.4073266983032226,0.5055516958236694,0.4073266983032226,,,,,,,0.5037974119186401,0.0352128110826015,0.5437019467353821,0.9513161778450012,0.5437019467353821,0.9513161778450012
claude-3-haiku-20240307,CoT,,0.0261312369257211,huber,0.1240462437272071,0.1621418893337249,0.5635308354928885,0.0166618555784225,-867.2560709093057,-856.8141541392797,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:34:04.872594+00:00,0.5055516958236694,0.6933311820030212,0.5055516958236694,0.6933311820030212,,,,,,,0.5037974119186401,0.2809506058692932,0.5437019467353821,0.675388753414154,0.5437019467353821,0.675388753414154
claude-opus-4-20250514,CoT,,0.0097795268520712,huber,0.0429265163838863,0.0734871998429298,0.913302437547818,0.0234998936454455,-181.9663695530891,-177.21581273772077,,,,,,,,36,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-17T21:34:07.719332+00:00,0.5055516958236694,0.4871033728122711,0.5055516958236694,0.4871033728122711,,,,,,,0.5037974119186401,0.1499540954828262,0.5437019467353821,0.7519649267196655,0.5437019467353821,0.7519649267196655
gpt-4,CoT,,0.007979167625308,huber,0.07133050262928,0.0985914170742034,0.7954457689752727,0.0376243114471435,-1106.0501049802033,-1095.608188210177,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:34:08.582844+00:00,0.5055516958236694,0.4911673665046692,0.5055516958236694,0.4911673665046692,,,,,,,0.5037974119186401,0.2401143461465835,0.5437019467353821,0.6233723163604736,0.5437019467353821,0.6233723163604736
gpt-4.1,CoT,,0.0228992067277431,huber,0.0500297583639621,0.0693231225013732,0.958163325420502,0.0236942946910858,-1275.1088645869766,-1264.6669478169506,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:34:11.308648+00:00,0.5055516958236694,0.4512167274951935,0.5055516958236694,0.4512167274951935,,,,,,,0.5037974119186401,0.0728647634387016,0.5437019467353821,0.9178653955459596,0.5437019467353821,0.9178653955459596
gpt-4.1-mini,CoT,,0.0177752617746591,huber,0.0685000270605087,0.0886570587754249,0.9109538197343872,0.0148296120525902,-1152.1842631248187,-1141.754872469024,,,,,,,,239,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:34:15.250707+00:00,0.4715025722980499,0.4154993593692779,0.4715025722980499,0.4154993593692779,,,,,,,0.494641900062561,0.1118150204420089,0.4953719675540924,0.817893922328949,0.4953719675540924,0.817893922328949
gpt-4o,CoT,,0.0157216507941484,huber,0.0700913444161415,0.0897117033600807,0.9041382442444892,0.0186154812574386,-1151.3539433618776,-1140.9120265918516,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:34:18.591870+00:00,0.5055516958236694,0.4384683072566986,0.5055516958236694,0.4384683072566986,,,,,,,0.5037974119186401,0.1345186382532119,0.5437019467353821,0.8021420836448669,0.5437019467353821,0.8021420836448669
o3,CoT,,0.0138702699914574,huber,0.0732536390423774,0.0851029530167579,0.8994891419980416,0.0113100878380495,-1137.2466045476197,-1126.9063924326208,,,,,,,,232,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:34:21.689867+00:00,0.4715025722980499,0.4043698906898498,0.4715025722980499,0.4043698906898498,,,,,,,0.494641900062561,0.1384715884923935,0.4953719675540924,0.7438223958015442,0.4953719675540924,0.7438223958015442
o3-mini,CoT,,0.0271953716874122,huber,0.0686554461717605,0.0988714396953582,0.9195495604119468,0.0347083346918225,-1104.6887213247464,-1094.2468045547205,,,,,,,,240,noisy_or,3,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:34:24.688666+00:00,0.5055516958236694,0.452280730009079,0.5055516958236694,0.452280730009079,,,,,,,0.5037974119186401,0.0842567086219787,0.5437019467353821,0.937006413936615,0.5437019467353821,0.937006413936615
claude-3-5-haiku-20241022,numeric,,0.0188759434968233,huber,0.1206417232751846,0.1672922372817993,0.5294583188302001,0.0189766872674226,-850.2462683476624,-836.3237126542945,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:34:28.341543+00:00,0.5055516958236694,0.4736316800117492,0.5055516958236694,0.4736316800117492,,,,,,,0.5037974119186401,0.1571409553289413,0.5437019467353821,0.2749952971935272,0.4951467514038086,0.7660686373710632
claude-3-7-sonnet-20250219,numeric,,0.0318349376320838,huber,0.0715260356664657,0.1163537949323654,0.8983807679560265,0.0345072900876402,-1024.537490652276,-1010.614934958908,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:34:31.705049+00:00,0.5055516958236694,0.4655459821224212,0.5055516958236694,0.4655459821224212,,,,,,,0.5037974119186401,0.0237382166087627,0.5437019467353821,0.9392690062522888,0.4951467514038086,0.8883684873580933
claude-3-haiku-20240307,numeric,,0.027533134445548,huber,0.1497511714696884,0.1894264370203018,0.4039868569594066,0.0328536853194236,-790.602181291793,-776.6796255984251,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:34:36.461776+00:00,0.5055516958236694,0.6498218178749084,0.5055516958236694,0.6498218178749084,,,,,,,0.5037974119186401,0.3228762447834015,0.5437019467353821,0.5341825485229492,0.4951467514038086,0.6419637203216553
claude-opus-4-20250514,numeric,,0.0225953105837106,huber,0.1102214381098747,0.1440034657716751,0.785855409532598,0.0231205446645617,-922.200618762295,-908.278063068927,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:34:39.496511+00:00,0.5055516958236694,0.4671898782253265,0.5055516958236694,0.4671898782253265,,,,,,,0.5037974119186401,0.0747002512216568,0.5437019467353821,0.7154784798622131,0.4951467514038086,0.8501812815666199
claude-sonnet-4-20250514,numeric,,0.0213901195675134,huber,0.0857760608196258,0.1020666286349296,0.8972458945766992,0.0336308278143405,-1087.4221435685456,-1073.4995878751777,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:34:43.480352+00:00,0.4715025722980499,0.459498792886734,0.4715025722980499,0.459498792886734,,,,,,,0.494641900062561,0.1065826490521431,0.4953719675540924,0.8647622466087341,0.5772022008895874,0.8346902132034302
gpt-4,numeric,,0.0202560853213071,huber,0.0647930428385734,0.1289149820804596,0.7261013800216063,0.0171291388571262,-975.329019075967,-961.4064633825992,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:34:47.214234+00:00,0.5055516958236694,0.49177947640419,0.5055516958236694,0.49177947640419,,,,,,,0.5037974119186401,0.0046766768209636,0.5437019467353821,0.1273401230573654,0.4951467514038086,0.902725100517273
gpt-4.1,numeric,,0.0333291478455066,huber,0.0423308238387107,0.0903771892189979,0.943957979177722,0.025006507942453,-1145.8064226443664,-1131.8838669509985,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:34:52.529724+00:00,0.4715025722980499,0.4706323742866516,0.4715025722980499,0.4706323742866516,,,,,,,0.494641900062561,0.0210509970784187,0.4953719675540924,0.9764200448989868,0.5772022008895874,0.9969701766967772
gpt-4.1-mini,numeric,,0.0401514284312725,huber,0.1115752682089805,0.1757228374481201,0.7795045234465702,0.0559052834287285,-826.6467065766741,-812.7241508833062,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:35:01.418312+00:00,0.4715025722980499,0.3892972469329834,0.4715025722980499,0.3892972469329834,,,,,,,0.494641900062561,0.0325606800615787,0.4953719675540924,0.9199402928352356,0.5772022008895874,0.8165139555931091
gpt-4o,numeric,,0.0369719266891479,huber,0.0743665546178817,0.1245278790593147,0.8973287354299372,0.0203264606185257,-991.9483052744254,-978.0257495810574,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:35:06.039224+00:00,0.4715025722980499,0.4128935039043426,0.4715025722980499,0.4128935039043426,,,,,,,0.494641900062561,0.0144566325470805,0.4953719675540924,0.9468438029289246,0.5772022008895874,0.9999451637268066
humans,numeric,,0.009603482671082,huber,0.0909650474786758,0.1097327843308448,0.7734686404268133,0.0102857932448387,-1052.6594150960575,-1038.7368594026898,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:35:22.227965+00:00,0.5055516958236694,0.5318736433982849,0.5055516958236694,0.5318736433982849,,,,,,,0.5037974119186401,0.2512437999248504,0.5437019467353821,0.6479551196098328,0.4951467514038086,0.6034185886383057
o3,numeric,,0.0188342947512865,huber,0.0734366253018379,0.0885073393583297,0.9178454571102802,0.0066740222275257,-1155.8415111577067,-1141.9189554643388,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:35:25.853526+00:00,0.4715025722980499,0.4457792639732361,0.4715025722980499,0.4457792639732361,,,,,,,0.494641900062561,0.115467645227909,0.4953719675540924,0.8665127754211426,0.5772022008895874,0.8096396923065186
o3-mini,numeric,,0.0356125757098197,huber,0.0527035519480705,0.1018076539039611,0.930387204290928,0.0229848445393145,-1088.641588948074,-1074.719033254706,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:35:29.788566+00:00,0.4715025722980499,0.4519810974597931,0.4715025722980499,0.4519810974597931,,,,,,,0.494641900062561,0.0200429689139127,0.4953719675540924,0.9925060868263244,0.5772022008895874,0.9900757670402528
gpt-4,numeric-conf,,0.0164503641426563,huber,0.0690445005893707,0.1181799173355102,0.722901350732366,0.0180737607181072,-1017.0626052734405,-1003.1400495800724,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:35:35.879306+00:00,0.5055516958236694,0.496588259935379,0.5055516958236694,0.496588259935379,,,,,,,0.5037974119186401,0.0282339602708816,0.5437019467353821,0.1708455830812454,0.4951467514038086,0.8559563159942627
gpt-4.1,numeric-conf,,0.0270055457949638,huber,0.0708123296499252,0.0894578397274017,0.9333836524982452,0.0326930090785026,-1150.7141494120838,-1136.7915937187158,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:35:39.863206+00:00,0.4715025722980499,0.4359007477760315,0.4715025722980499,0.4359007477760315,,,,,,,0.494641900062561,0.0563330464065074,0.4953719675540924,0.9377655386924744,0.5772022008895874,0.8739588260650635
gpt-4.1-mini,numeric-conf,,0.0284976065158844,huber,0.1328950524330139,0.1903674453496933,0.6391234357722904,0.038359197974205,-788.2236003468278,-774.3010446534598,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:35:44.416246+00:00,0.4715025722980499,0.3977828621864319,0.4715025722980499,0.3977828621864319,,,,,,,0.494641900062561,0.0690676644444465,0.4953719675540924,0.5808252692222595,0.5772022008895874,0.8059616088867188
gpt-4o,numeric-conf,,0.0262371897697448,huber,0.0974601581692695,0.13438680768013,0.8386012958201193,0.0341841228306293,-955.3758475270322,-941.4532918336644,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:35:48.482324+00:00,0.5055516958236694,0.459131509065628,0.5055516958236694,0.459131509065628,,,,,,,0.5037974119186401,0.0719080045819282,0.5437019467353821,0.8472251296043396,0.4951467514038086,0.8379308581352234
o3,numeric-conf,,0.0157064963132143,huber,0.0758101716637611,0.0915141999721527,0.8939813881880282,0.0095175791531801,-1139.8053366020729,-1125.882780908705,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:35:52.532425+00:00,0.4715025722980499,0.4172133207321167,0.4715025722980499,0.4172133207321167,,,,,,,0.494641900062561,0.1529578119516372,0.4953719675540924,0.8123946785926819,0.5772022008895874,0.7376850843429565
o3-mini,numeric-conf,,0.031268123537302,huber,0.0694257393479347,0.0885918587446212,0.9401668710639488,0.0277978675905615,-1155.3833606773694,-1141.4608049840017,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:35:56.041892+00:00,0.4715025722980499,0.4068634212017059,0.4715025722980499,0.4068634212017059,,,,,,,0.494641900062561,0.0374873913824558,0.4953719675540924,0.9677585959434508,0.5772022008895874,0.9320435523986816
claude-3-haiku-20240307,CoT,,0.0260197035968303,huber,0.1240518242120742,0.1621341556310653,0.5635724301029132,0.0166998118162155,-865.2789435035543,-851.3563878101863,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:36:01.038204+00:00,0.5055516958236694,0.6924879550933838,0.5055516958236694,0.6924879550933838,,,,,,,0.5037974119186401,0.2785805165767669,0.5437019467353821,0.672526478767395,0.4951467514038086,0.6810896396636963
claude-opus-4-20250514,CoT,,0.009920097887516,huber,0.0385855659842491,0.0699037462472915,0.9215515434372208,0.0109449070360925,-183.56579225058513,-177.2317164967607,,,,,,,,36,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy,3,3,2025-08-17T21:36:04.544030+00:00,0.5055516958236694,0.4825490117073059,0.5055516958236694,0.4825490117073059,,,,,,,0.5037974119186401,0.1287842094898224,0.5437019467353821,0.71540367603302,0.4951467514038086,0.8353255391120911
gpt-4,CoT,,0.0080613167956471,huber,0.0637201443314552,0.0884180888533592,0.8354823626747443,0.0183916054666042,-1156.325788133216,-1142.403232439848,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,3,3,2025-08-17T21:36:05.651818+00:00,0.5055516958236694,0.4694657921791076,0.5055516958236694,0.4694657921791076,,,,,,,0.5037974119186401,0.1624583750963211,0.5437019467353821,0.4875207543373108,0.4951467514038086,0.7513803243637085
gpt-4.1,CoT,,0.0227815173566341,huber,0.0493236556649208,0.067549780011177,0.960276377275112,0.0225313995033502,-1285.547415520038,-1271.62485982667,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:36:09.215483+00:00,0.4715025722980499,0.450603187084198,0.4715025722980499,0.450603187084198,,,,,,,0.494641900062561,0.0668771192431449,0.4953719675540924,0.8929715752601624,0.5772022008895874,0.9564156532287598
gpt-4.1-mini,CoT,,0.0173219423741102,huber,0.0696986019611358,0.0876049995422363,0.9130546359007984,0.0190649545092961,-1155.890434019686,-1141.98457981196,,,,,,,,239,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:36:14.108050+00:00,0.4715025722980499,0.4117047488689422,0.4715025722980499,0.4117047488689422,,,,,,,0.494641900062561,0.1019758135080337,0.4953719675540924,0.7835462093353271,0.5772022008895874,0.8475395441055298
gpt-4o,CoT,,0.0154317272827029,huber,0.0718190521001815,0.0878049433231353,0.9081698919817012,0.0250101648271083,-1159.665997318035,-1145.743441624667,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:36:18.015992+00:00,0.4715025722980499,0.4327635765075683,0.4715025722980499,0.4327635765075683,,,,,,,0.494641900062561,0.1196432560682296,0.4953719675540924,0.7582383751869202,0.5772022008895874,0.8461517691612244
o3,CoT,,0.0138363372534513,huber,0.0726884454488754,0.0849140211939811,0.8999349246095847,0.0071386450837398,-1136.277852259298,-1122.4909027726328,,,,,,,,232,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:36:21.900738+00:00,0.4715025722980499,0.4062403738498688,0.4715025722980499,0.4062403738498688,,,,,,,0.494641900062561,0.1439342051744461,0.4953719675540924,0.7600797414779663,0.5772022008895874,0.731504499912262
o3-mini,CoT,,0.0269927978515625,huber,0.0673082172870636,0.0984188243746757,0.9202844499854868,0.0319417538121342,-1104.8911206706198,-1090.9685649772518,,,,,,,,240,noisy_or,4,0.05,lbfgs,2,rw17_indep_causes,collider,0.0,economy;sociology;weather,1,1,2025-08-17T21:36:25.629257+00:00,0.4715025722980499,0.45194211602211,0.4715025722980499,0.45194211602211,,,,,,,0.494641900062561,0.0875576809048652,0.4953719675540924,0.9505622386932372,0.5772022008895874,0.9128626585006714
